isin,name,symbol,证券名称,industry,xetr_industry,category,currency,exchangeId,exchange_degiro,exchange_mic_code,exchange,isShortable,feedQuality,feedQualitySecondary,slug,name.originalValue,name.translations.others,name.translations.en,overview.lastPrice,changeToPrevDay,turnover,marketCapitalisation,overview.dateTimeLastPrice
NL0000235190,Airbus,AIR,空客,Aerospace & Defense,Aerospace,C,EUR,194,XET,XETR,Xetra,True,CX,D15,airbus-se,AIRBUS SE,Airbus SE,,134.64,0.1934811727,35738804.84,106419456000.0,2023-07-20T17:35:03+02:00
DE0006062144,Covestro,1COV,,Chemicals: Specialty,"Chemicals, Specialty",C,EUR,194,XET,XETR,Xetra,True,CX,D15,covestro-ag,COVESTRO AG O.N.,Covestro AG,,49.06,0.4504504504,33932058.13,9478392000.0,2023-07-20T17:38:37+02:00
DE000WCH8881,Wacker Chemie,WCH,瓦克尔化学,Chemicals: Major Diversified,"Chemicals, Specialty",C,EUR,194,XET,XETR,Xetra,False,CX,D15,wacker-chemie-ag,WACKER CHEMIE O.N.,Wacker Chemie AG,,140.2,2.1865889212,32877094.0,7311430000.0,2023-07-20T17:36:24+02:00
DE0006048432,Henkel  Vz,HEN3,汉高公司 VZ,Household/Personal Care,Personal Products,C,EUR,194,XET,XETR,Xetra,False,CX,D15,henkel-ag-co-kgaa-vz,HENKEL AG+CO.KGAA VZO,Henkel AG & Co. KGaA Vz,,70.54,-0.7038288289,32302576.8,30893698400.0,2023-07-20T17:35:29+02:00
DE000ENER6Y0,Siemens Energy,ENR,西门子能源,Electrical Products,Industrial,B,EUR,194,XET,XETR,Xetra,False,CX,D15,siemens-energy-ag,SIEMENS ENERGY AG NA O.N.,Siemens Energy AG,,15.49,-0.5776636714,29075131.14,12381311900.0,2023-07-20T17:35:47+02:00
DE000KSAG888,K&S,SDF,,Chemicals: Specialty,Fertilizers,B,EUR,194,XET,XETR,Xetra,False,CX,D15,k-s-aktiengesellschaft,K+S AG NA O.N.,K+S Aktiengesellschaft,,17.99,3.3611031312,28895800.52,3443286000.0,2023-07-20T17:35:02+02:00
DE000SHL1006,Siemens Healthineers,SHL,西门子医疗,Medical/Nursing Services,Medical Technology,D,EUR,194,XET,XETR,Xetra,False,D15,,siemens-healthineers-ag,SIEMENS HEALTH.AG NA O.N.,Siemens Healthineers AG,,51.34,0.3910833007,28265952.62,57911520000.0,2023-07-20T17:35:21+02:00
DE0007165631,Sartorius,SRT3,赛多利斯,Pharmaceuticals: Major,Biotechnology,D,EUR,194,XET,XETR,Xetra,False,D15,,sartorius-ag-vz,SARTORIUS AG VZO O.N.,Sartorius AG Vz,,324.9,1.7538365173,28216753.2,24328512000.0,2023-07-20T17:35:47+02:00
DE0007030009,Rheinmetall,RHM,莱茵金属,Aerospace & Defense,"Industrial, Diversified",A,EUR,194,XET,XETR,Xetra,True,CX,D15,rheinmetall-ag,RHEINMETALL AG,Rheinmetall AG,,257.4,0.19462826,27796983.8,11212344000.0,2023-07-20T17:42:31+02:00
DE0008232125,Deutsche Lufthansa,LHA,汉莎航空,Airlines,Airlines,B,EUR,194,XET,XETR,Xetra,True,CX,D15,deutsche-lufthansa-ag,LUFTHANSA AG VNA O.N.,Deutsche Lufthansa AG,,8.836,0.45475216,27045311.07,10563349640.0,2023-07-20T17:35:10+02:00
DE000PAH0038,Porsche Automobil Holding,PAH3,保时捷控股,Motor Vehicles,Automobile Manufacturers,A,EUR,194,XET,XETR,Xetra,False,D15,,porsche-automobil-holding-se,PORSCHE AUTOM.HLDG VZO,Porsche Automobil Holding SE,,54.04,0.0,27023247.76,16549750000.0,2023-07-20T17:35:23+02:00
DE000SYM9999,Symrise,SY1,德之馨,Chemicals: Specialty,"Chemicals, Specialty",A,EUR,194,XET,XETR,Xetra,False,D15,,symrise-ag,SYMRISE AG INH. O.N.,Symrise AG,,97.48,0.4948453608,26256702.1,13624779600.0,2023-07-20T17:35:10+02:00
DE0006047004,HeidelbergCement,HEI,海德堡水泥,Construction Materials,Cement,C,EUR,194,XET,XETR,Xetra,False,CX,D15,heidelbergcement-ag,HEIDELBERG MATERIALS O.N.,Heidelberg Materials AG ,Heidelberg Materials AG ,72.8,0.9708737864,26171804.52,14056952000.0,2023-07-20T17:35:00+02:00
DE0005200000,Beiersdorf,BEI,,Household/Personal Care,Personal Products,B,EUR,194,XET,XETR,Xetra,False,D15,,beiersdorf-aktiengesellschaft,BEIERSDORF AG O.N.,Beiersdorf Aktiengesellschaft,,114.3,-0.3921568628,25582334.6,28803600000.0,2023-07-20T17:35:14+02:00
DE000A2E4K43,Delivery Hero,DHER,,Specialty Stores,"Retail, Internet",D,EUR,194,XET,XETR,Xetra,False,D15,,delivery-hero-se,DELIVERY HERO SE NA O.N.,Delivery Hero SE,,40.445,-5.2144363722,24590874.07,10899523050.0,2023-07-20T17:35:14+02:00
DE0005785802,Fresenius Medical Care,FME,,Medical/Nursing Services,Health Care,D,EUR,194,XET,XETR,Xetra,False,D15,,fresenius-medical-care-ag-co-kgaa-st,FRESEN.MED.CARE KGAA O.N.,Fresenius Medical Care AG & Co. KGaA St,,49.33,1.3560715019,22678662.32,14473915300.0,2023-07-20T17:35:47+02:00
DE0006969603,Puma,PUM,,Apparel/Footwear,Footwear,B,EUR,194,XET,XETR,Xetra,False,CX,D15,puma-se,PUMA SE,PUMA SE,,57.56,-2.1088435375,21995205.98,8681199200.0,2023-07-20T17:35:19+02:00
DE000A0D9PT0,MTU Aero Engines,MTX,,Aerospace & Defense,Heavy Machinery,A,EUR,194,XET,XETR,Xetra,True,CX,D15,mtu-aero-engines-ag,MTU AERO ENGINES NA O.N.,MTU Aero Engines AG,,226.0,0.8478357875,16626311.3,12163320000.0,2023-07-20T17:35:23+02:00
DE0008402215,Hannover Rueck,HNR1,汉诺威再保险,Life/Health Insurance,Re-Insurance,B,EUR,194,XET,XETR,Xetra,False,CX,D15,hannover-rueck-se,HANNOVER RUECK SE NA O.N.,Hannover Rück SE,,192.95,0.8888888888,16568518.95,23269770000.0,2023-07-20T17:35:09+02:00
DE000PAG9113,Porsche Vz,P911,保时捷 VZ,Motor Vehicles,Automobile Manufacturers,C,EUR,194,XET,XETR,Xetra,False,D15,,porsche-ag-vz,DR.ING.H.C.F.PORSCHE VZOI,Porsche AG Vz,,112.45,-0.4867256638,16365993.8,102441950000.0,2023-07-20T17:39:06+02:00
DE000LEG1110,LEG Immobilien,LEG,,Real Estate Development,Real Estate,D,EUR,194,XET,XETR,Xetra,False,D15,,leg-immobilien-se,LEG IMMOBILIEN SE NA O.N.,LEG Immobilien SE,,63.16,-0.8788449467,15536496.94,4680787600.0,2023-07-20T17:35:09+02:00
DE0007500001,thyssenkrupp,TKA,蒂森克虏伯,Steel,"Industrial, Diversified",D,EUR,194,XET,XETR,Xetra,False,D15,,thyssenkrupp-ag,THYSSENKRUPP AG O.N.,thyssenkrupp AG,,7.322,0.6598845202,15263176.34,4558164660.0,2023-07-20T17:38:54+02:00
US64110L1061,Netflix,NFC,,Data Processing Services,,A,EUR,194,XET,XETR,Xetra,False,D15,D15,netflix-com-inc,"NETFLIX INC. DL-,001",Netflix.com Inc.,,390.25,-8.7241258333,14883833.85,173797837500.0,2023-07-20T17:35:53+02:00
DE000EVNK013,Evonik Industries,EVK,,Chemicals: Major Diversified,"Chemicals, Specialty",B,EUR,194,XET,XETR,Xetra,True,CX,D15,evonik-industries-ag,EVONIK INDUSTRIES NA O.N.,Evonik Industries AG,,18.41,0.546149645,14845365.68,8579060000.0,2023-07-20T17:35:28+02:00
IE000S9YS762,Linde,LIN,,Chemicals: Specialty,,A,EUR,194,XET,XETR,Xetra,False,CX,D15,linde-plc-eo-001,"LINDE PLC EO -,001",,,340.8,1.0826041821,14448975.8,188125008000.0,2023-07-20T17:37:29+02:00
DE0005439004,Continental,CON,马牌轮胎,Automotive Aftermarket,Tires,A,EUR,194,XET,XETR,Xetra,True,CX,D15,continental-ag,CONTINENTAL AG O.N.,Continental AG,,71.74,-0.055725829,14174074.44,14348717400.0,2023-07-20T17:36:45+02:00
NL0012169213,Qiagen,QIA,,Medical Specialties,Biotechnology,D,EUR,194,XET,XETR,Xetra,False,D15,,qiagen-n-v,"QIAGEN NV EO -,01",Qiagen N.V.,,41.05,0.3422146174,13923197.78,9475571500.0,2023-07-20T17:35:17+02:00
DE0005664809,Evotec,EVT,,Pharmaceuticals: Major,Biotechnology,D,EUR,194,XET,XETR,Xetra,False,D15,,evotec-ag,EVOTEC SE INH O.N.,EVOTEC SE,,23.97,2.2174840085,12646121.22,4247244300.0,2023-07-20T17:37:47+02:00
LU1673108939,Aroundtown SA,AT1,,Real Estate Investment Trusts,Real Estate,D,EUR,194,XET,XETR,Xetra,False,D15,,aroundtown-sa,"AROUNDTOWN EO-,01",Aroundtown SA,,1.3715,-3.8218793829,12381222.9,2108036645.0,2023-07-20T17:35:14+02:00
US5949181045,Microsoft Corp,MSF,微软,Packaged Software,Software,B,EUR,194,XET,XETR,Xetra,False,D15,,microsoft-corp,"MICROSOFT DL-,00000625",Microsoft Corp.,,314.95,-2.0373250389,12045237.15,2348862455500.0,2023-07-20T17:35:49+02:00
DE0006602006,GEA Group,G1A,,Industrial Machinery,"Industrial, Diversified",B,EUR,194,XET,XETR,Xetra,False,CX,D15,gea-group-aktiengesellschaft,GEA GROUP AG,GEA Group Aktiengesellschaft,,38.06,0.6878306878,11534276.01,6869449400.0,2023-07-20T17:35:24+02:00
DE000TUAG505,TUI,TUI1,,Other Consumer Services,,C,EUR,194,XET,XETR,Xetra,False,D15,,tui-ag-na-o-n-1,TUI AG NA O.N.,TUI AG,TUI AG,7.054,0.0567375886,11427618.48,,2023-07-20T17:36:07+02:00
DE000A0DJ6J9,SMA Solar Technology,S92,,Electrical Products,Renewable Energies,B,EUR,194,XET,XETR,Xetra,False,CX,D15,sma-solar-technology-ag,SMA SOLAR TECHNOL.AG,SMA Solar Technology AG,,88.1,-1.7289459008,11376840.1,3057070000.0,2023-07-20T17:35:01+02:00
US0378331005,Apple,APC,苹果,Telecommunications Equipment,,D,EUR,194,XET,XETR,Xetra,False,D15,,apple-inc,APPLE INC.,Apple Inc.,,174.88,1.2505789717,11330528.5,2788185289600.0,2023-07-20T17:35:57+02:00
DE000A0WMPJ6,Aixtron,AIXA,爱思强,Semiconductors,Semiconductors,D,EUR,194,XET,XETR,Xetra,False,D15,,aixtron-se,AIXTRON SE NA O.N.,AIXTRON SE,,30.48,-2.9299363058,11057010.92,3456127200.0,2023-07-20T17:35:51+02:00
US67066G1040,NVIDIA Corp,NVD,英伟达,Semiconductors,,D,EUR,194,XET,XETR,Xetra,False,D15,,nvidia-corp,"NVIDIA CORP. DL-,001",NVIDIA Corp.,,415.7,-1.9691074166,10741804.35,1025116200000.0,2023-07-20T17:35:38+02:00
DE0008303504,TAG Immobilien,TEG,,Real Estate Development,Real Estate,D,EUR,194,XET,XETR,Xetra,False,D15,,tag-immobilien-ag,TAG IMMOBILIEN AG,TAG Immobilien AG,,9.866,-2.9891838742,8499140.05,1731384340.0,2023-07-20T17:35:43+02:00
DE0006202005,Salzgitter,SZG,,Steel,Steel & Other Metals,D,EUR,194,XET,XETR,Xetra,False,D15,,salzgitter-ag,SALZGITTER AG O.N.,Salzgitter AG,,30.36,-4.4080604535,8286854.36,1824636000.0,2023-07-20T17:35:18+02:00
DE000A1PHFF7,Hugo Boss,BOSS,,Apparel/Footwear,Clothing & Footwear,A,EUR,194,XET,XETR,Xetra,True,CX,D15,hugo-boss-ag,HUGO BOSS AG NA O.N.,Hugo Boss AG,,74.0,0.3525901817,8284566.04,5209600000.0,2023-07-20T17:35:47+02:00
DE000KBX1006,Knorr Bremse,KBX,克诺尔集团,Auto Parts: OEM,"Industrial, Machinery",A,EUR,194,XET,XETR,Xetra,False,CX,D15,knorr-bremse-ag,KNORR-BREMSE AG INH O.N.,Knorr-Bremse AG,,62.02,-1.0213852538,8247421.02,9997624000.0,2023-07-20T17:35:19+02:00
DE0005158703,Bechtle,BC8,,Information Technology Services,IT-Services,C,EUR,194,XET,XETR,Xetra,False,CX,D15,bechtle-ag,BECHTLE AG O.N.,Bechtle AG,,38.7,-1.4263881814,8212584.02,4876200000.0,2023-07-20T17:35:28+02:00
DE000KGX8881,Kion Group,KGX,,Industrial Machinery,Heavy Machinery,C,EUR,194,XET,XETR,Xetra,False,D15,,kion-group-ag,KION GROUP AG,KION GROUP AG,,35.32,-2.5923883067,7979893.71,4633984000.0,2023-07-20T17:35:15+02:00
NL0010273215,ASML Holding,ASME,,Semiconductors,Production Technology Equipment,D,EUR,194,XET,XETR,Xetra,False,D15,,asml-holding-n-v,"ASML HOLDING EO -,09",ASML Holding N.V.,,620.0,-4.9079754602,6862810.9,249946800000.0,2023-07-20T17:35:54+02:00
DE0005190037,Bayerische Motoren Werke,BMW3,BMW VZ,Motor Vehicles,Automobile Manufacturers,D,EUR,194,XET,XETR,Xetra,False,D15,,bmw-ag-vz,BAY.MOTOREN WERKE VZO,BMW AG Vz,,100.6,1.1563599798,6664850.35,58327880000.0,2023-07-20T17:35:23+02:00
DE0005470306,CTS Eventim,EVD,,Movies/Entertainment,Movies & Entertainment,D,EUR,194,XET,XETR,Xetra,False,D15,,cts-eventim-ag-co-kgaa,CTS EVENTIM KGAA,CTS Eventim AG & Co. KGaA,,64.0,1.1058451816,6426800.45,6144000000.0,2023-07-20T17:38:24+02:00
DE000A1J5RX9,Telefonica Deutschland Holding,O2D,,Wireless Telecommunications,Wireless Communication,D,EUR,194,XET,XETR,Xetra,False,D15,,telefonica-deutschland-holding-ag,TELEFONICA DTLD HLDG NA,Telefónica Deutschland Holding AG,,2.439,0.2878289473,6416079.87,7254927450.0,2023-07-20T17:35:04+02:00
DE0006632003,MorphoSys,MOR,,Biotechnology,Biotechnology,A,EUR,194,XET,XETR,Xetra,True,CX,D15,morphosys-ag,MORPHOSYS AG O.N.,MorphoSys AG,,31.13,1.998689384,6414493.36,1065579900.0,2023-07-20T17:35:04+02:00
DE0005313704,Carl Zeiss Meditec,AFX,,Medical Specialties,Medical Technology,D,EUR,194,XET,XETR,Xetra,False,D15,,carl-zeiss-meditec-ag,CARL ZEISS MEDITEC AG,Carl Zeiss Meditec AG,,102.0,-0.1956947163,6305604.25,9122880000.0,2023-07-20T17:39:17+02:00
DE0005470405,LANXESS,LXS,,Chemicals: Major Diversified,"Chemicals, Specialty",C,EUR,194,XET,XETR,Xetra,True,CX,D15,lanxess-ag,LANXESS AG,LANXESS AG,,30.04,0.6365159128,6254046.93,2593954000.0,2023-07-20T17:35:04+02:00
US0231351067,Amazon,AMZ,,Internet Retail,,C,EUR,194,XET,XETR,Xetra,False,CX,D15,amazon-com-inc,"AMAZON.COM INC. DL-,01",Amazon.com Inc.,,118.82,-1.606492216,6042747.04,1278146740000.0,2023-07-20T17:35:45+02:00
DE000TLX1005,Talanx,TLX,Talanx,Life/Health Insurance,Re-Insurance,C,EUR,194,XET,XETR,Xetra,False,D15,,talanx-aktiengesellschaft,TALANX AG NA O.N.,Talanx Aktiengesellschaft,,54.25,1.9736842105,6035500.3,13744237500.0,2023-07-20T17:35:14+02:00
DE0005493365,Hypoport,HYQ,,Packaged Software,Diversified Financial,D,EUR,194,XET,XETR,Xetra,False,D15,,hypoport-se,HYPOPORT SE NA O.N.,Hypoport SE,,163.9,-9.1966759003,5906106.9,1125993000.0,2023-07-20T17:36:17+02:00
DE000A2YN900,TeamViewer,1UD,,Packaged Software,Software,D,EUR,194,XET,XETR,Xetra,False,D15,,teamviewer-ag,TEAMVIEWER SE INH O.N.,TeamViewer SE,TeamViewer SE,14.995,-0.365448505,5743399.05,2699100000.0,2023-07-20T17:35:10+02:00
DE000HLAG475,Hapag Lloyd,HLAG,赫伯罗特,Marine Shipping,Logistics,D,EUR,194,XET,XETR,Xetra,False,D15,,hapag-lloyd-ag,HAPAG-LLOYD AG NA O.N.,Hapag-Lloyd AG,,208.6,-8.6690017514,5633055.4,36663536000.0,2023-07-20T17:39:13+02:00
DE000A12DM80,Scout24,G24,,Miscellaneous Commercial Services,Advertising,D,EUR,194,XET,XETR,Xetra,False,D15,,scout24-se,SCOUT24 SE NA O.N.,Scout24 SE,,59.4,-0.6688963211,5616495.84,4455000000.0,2023-07-20T17:35:22+02:00
DE0006070006,Hochtief,HOT,,Engineering & Construction,Construction & Engineering,C,EUR,194,XET,XETR,Xetra,False,CX,D15,hochtief-ag,HOCHTIEF AG,HOCHTIEF AG,,81.0,1.186758276,5459341.8,6294510000.0,2023-07-20T17:35:02+02:00
DE000A0LD6E6,Gerresheimer,GXI,,Containers/Packaging,Health Care,B,EUR,194,XET,XETR,Xetra,True,CX,D15,gerresheimer-ag,GERRESHEIMER AG,Gerresheimer AG,,104.7,0.673076923,5278167.1,3616338000.0,2023-07-20T17:35:25+02:00
GB0002875804,British American Tobacco,BMT,,Tobacco,,D,EUR,194,XET,XETR,Xetra,False,D15,,british-american-tobacco-p-l-c,"BRIT.AMER.TOBACCO LS-,25",British American Tobacco p.l.c.,,30.79,2.2244355909,4882387.54,75647027300.0,2023-07-20T17:35:41+02:00
DE0007664005,Volkswagen,VOW,大众,Motor Vehicles,Automobile Manufacturers,D,EUR,194,XET,XETR,Xetra,False,D15,,volkswagen-ag-st,VOLKSWAGEN AG ST O.N.,Volkswagen AG St,,150.35,-0.6607201851,4789440.25,75370455000.0,2023-07-20T17:37:15+02:00
US02079K3059,Alphabet,ABEA,谷歌,Internet Software/Services,,C,EUR,194,XET,XETR,Xetra,False,CX,D15,alphabet-inc-class-a,"ALPHABET INC.CL.A DL-,001",Alphabet Inc. Class A,,108.48,-2.0761870374,4771919.94,1394944320000.0,2023-07-20T17:35:47+02:00
US70450Y1038,PayPal Holdings,2PP,,Miscellaneous Commercial Services,,C,EUR,194,XET,XETR,Xetra,False,D15,,paypal-holdings-inc,"PAYPAL HDGS INC.DL-,0001",PayPal Holdings Inc. ,,66.46,-0.6873879259,4753575.32,75498560000.0,2023-07-20T17:35:47+02:00
US30303M1027,Meta Platforms,FB2A,,Internet Software/Services,,C,EUR,194,XET,XETR,Xetra,False,CX,D15,meta-platforms,"META PLATF. A DL-,000006",Meta Platforms (ex Facebook),,276.3,-2.5740479549,4714040.85,722248200000.0,2023-07-20T17:35:55+02:00
DE000A0Z2ZZ5,freenet,FNTN,,Specialty Telecommunications,Wireless Communication,D,EUR,194,XET,XETR,Xetra,False,D15,,freenet-ag,FREENET AG NA O.N.,freenet AG,,22.7,0.7992895204,4666597.88,2699030000.0,2023-07-20T17:35:23+02:00
DE0007010803,Rational,RAA,,Industrial Machinery,Industrial Products & Services,D,EUR,194,XET,XETR,Xetra,False,D15,,rational-ag,RATIONAL AG,Rational AG,,668.0,-0.2240477969,4585535.0,7595160000.0,2023-07-20T17:35:05+02:00
DE000A0D6554,Nordex,NDX1,,Electrical Products,Renewable Energies,B,EUR,194,XET,XETR,Xetra,False,CX,D15,nordex-se,NORDEX SE O.N.,Nordex SE,,12.645,-1.3265704253,4525114.71,2989910250.0,2023-07-20T17:35:14+02:00
DE0006048408,Henkel,HEN,汉高公司,Household/Personal Care,Personal Products,C,EUR,194,XET,XETR,Xetra,False,CX,D15,henkel-ag-co-kgaa-st,HENKEL AG+CO.KGAA ST O.N.,Henkel AG & Co. KGaA St,,63.7,0.2518098835,4365288.66,27898052000.0,2023-07-20T17:37:30+02:00
DE0006452907,Nemetschek,NEM,,Packaged Software,Software,D,EUR,194,XET,XETR,Xetra,False,D15,,nemetschek-se,NEMETSCHEK SE O.N.,Nemetschek SE,,64.36,-2.7500755516,4182075.76,7433580000.0,2023-07-20T17:35:26+02:00
GB00BP6MXD84,Shell,R6C0,,Integrated Oil,Integrated Oil and Gas,D,EUR,194,XET,XETR,Xetra,False,D15,,shell,SHELL PLC EO-07,Shell plc,,27.925,1.324383164,4172808.92,195572737500.0,2023-07-20T17:35:58+02:00
NL0012044747,Shop Apotheke Europe,SAE,,Internet Retail,"Retail, Internet",D,EUR,194,XET,XETR,Xetra,False,D15,,shop-apotheke-europe,REDCARE PHARMACY INH.,Redcare Pharmacy N.V.,Redcare Pharmacy N.V.,104.1,0.2407318247,3980550.45,2102820000.0,2023-07-20T17:35:25+02:00
US09075V1026,BioNTech,22UA,,Biotechnology,,A,EUR,194,XET,XETR,Xetra,True,CX,D15,biontech-se-spon-adrs-1,BIONTECH SE SPON. ADRS 1,BioNTech SE (ADR),,97.56,-0.5707297188,3516309.12,24248538000.0,2023-07-20T17:35:37+02:00
DE000SHA0159,Schaeffler,SHA,,Auto Parts: OEM,Auto Parts & Equipment,B,EUR,194,XET,XETR,Xetra,True,CX,D15,schaeffler-ag,SCHAEFFLER AG INH. VZO,Schaeffler AG,,5.78,2.6642984014,3448928.13,3849480000.0,2023-07-20T17:35:00+02:00
DE0006095003,Encavis,CAP,,Alternative Power Generation,Renewable Energies,D,EUR,194,XET,XETR,Xetra,False,D15,,encavis-ag,ENCAVIS AG INH. O.N.,Encavis AG,,15.35,-0.1626016261,3378342.19,2471810500.0,2023-07-20T17:35:14+02:00
DE000FTG1111,flatexDEGIRO,FTK,,Investment Banks/Brokers,Securities Brokers,C,EUR,194,XET,XETR,Xetra,False,D15,,flatexdegiro-ag,FLATEXDEGIRO AG NA O.N.,flatexDEGIRO AG,,9.492,-1.1661807581,3321704.02,1043645400.0,2023-07-20T17:35:27+02:00
DE0005773303,Fraport Frankfurt Airportrvices Worldwide,FRA,法兰克福机场,Other Transportation,Transportation Services,A,EUR,194,XET,XETR,Xetra,False,D15,,fraport-ag,FRAPORT AG FFM.AIRPORT,Fraport AG,,48.72,-0.2252713496,3278241.14,4501240800.0,2023-07-20T17:35:21+02:00
US6541101050,Nikola Corporation,8NI,,Motor Vehicles,,C,EUR,194,XET,XETR,Xetra,False,D15,,nikola-corp,NIKOLA CORP.,,,2.288,-3.2967032968,3193107.0,945724208.0,2023-07-20T17:35:52+02:00
DE0005089031,United Internet,UTDI,,Internet Software/Services,Internet,B,EUR,194,XET,XETR,Xetra,False,D15,,united-internet-ag,UTD.INTERNET AG NA,United Internet AG,,13.19,-0.6777108434,3130798.3,2532480000.0,2023-07-20T17:35:04+02:00
DE000A0JL9W6,Verbio Vereinigte Bioenergie,VBK,,Chemicals: Specialty,Renewable Energies,A,EUR,194,XET,XETR,Xetra,True,CX,D15,verbio-vereinigte-bioenergie-ag,VERBIO VER.BIOENERGIE ON,VERBIO Vereinigte BioEnergie AG,,40.74,-0.8517887564,3118454.38,2587804800.0,2023-07-20T17:35:13+02:00
DE000A3H2200,Nagarro,NA9,,Information Technology Services,IT-Services,C,EUR,194,XET,XETR,Xetra,False,CX,D15,nagarro-se,NAGARRO SE NA O.N.,Nagarro SE,,87.4,-2.6726057907,3022368.85,1204372000.0,2023-07-20T17:35:00+02:00
DE0006766504,Aurubis,NDA,,Other Metals/Minerals,Steel & Other Metals,A,EUR,194,XET,XETR,Xetra,False,D15,,aurubis-ag,AURUBIS AG,Aurubis AG,,81.34,0.1477468603,3021209.24,3657046400.0,2023-07-20T17:35:06+02:00
DE0007231326,Sixt,SIX2,SIXT租车,Finance/Rental/Leasing,Transportation Services,C,EUR,194,XET,XETR,Xetra,False,CX,D15,sixt-se-st,SIXT SE ST O.N.,Sixt SE St,,108.5,1.118359739,3018683.8,5092990000.0,2023-07-20T17:35:11+02:00
DE000A2LQ884,AUTO1 Group,AG1,,Internet Software/Services,"Retail, Internet",C,EUR,194,XET,XETR,Xetra,False,D15,,auto1-group,AUTO1 GROUP SE INH O.N.,AUTO1 Group SE,,9.586,2.7879047823,3014729.26,2070480140.0,2023-07-20T17:35:10+02:00
DE0005565204,Duerr,DUE,,Industrial Machinery,Industrial Machinery,C,EUR,194,XET,XETR,Xetra,False,CX,D15,duerr-ag,DUERR AG O.N.,Dürr AG,,28.38,1.7934002869,2934757.24,1963896000.0,2023-07-20T17:35:25+02:00
DE000HAG0005,Hensoldt,5UH,,Semiconductors,Semiconductors,D,EUR,194,XET,XETR,Xetra,False,D15,,hensoldt-ag,HENSOLDT AG INH O.N.,HENSOLDT AG,,32.64,-1.090909091,2900688.12,3427200000.0,2023-07-20T17:35:29+02:00
DE000A0TGJ55,Varta,VAR1,,Electrical Products,Advanced Industrial Equipment,D,EUR,194,XET,XETR,Xetra,False,D15,,varta-ag,VARTA AG O.N.,Varta AG,,22.17,1.743919229,2885460.5,945328800.0,2023-07-20T17:35:05+02:00
DE000A0SMU87,Northern Data,NB2,,Data Processing Services,,B,EUR,194,XET,XETR,Xetra,False,CX,D15,northern-data-ag,NORTHERN DATA AG INH O.N.,Northern Data AG,,20.8,-8.9715536106,2840187.05,599456000.0,2023-07-20T17:36:05+02:00
DK0060534915,Novo Nordisk A/S,NOVC,,Pharmaceuticals: Major,,D,EUR,194,XET,XETR,Xetra,False,D15,,novo-nordisk,"NOVO-NORDISK NAM.B DK-,20",Novo Nordisk,,148.14,3.9141414141,2792301.14,337759200000.0,2023-07-20T17:35:33+02:00
DE000STRA555,Stratec,SBS,,Medical Specialties,Medical Technology,C,EUR,194,XET,XETR,Xetra,False,D15,,stratec-se,STRATEC SE NA O.N.,STRATEC SE,,49.65,-3.4046692608,2678951.9,603744000.0,2023-07-20T17:39:58+02:00
DE0005677108,Elmosmiconductor,ELG,Elmos Semiconductor,Semiconductors,Semiconductors,D,EUR,194,XET,XETR,Xetra,False,D15,,elmos-semiconductor-se,ELMOS SEMICOND. INH O.N.,Elmos Semiconductor SE,,81.9,-1.680672269,2642262.2,1449630000.0,2023-07-20T17:35:17+02:00
US19260Q1076,Coinbase Global,1QZ,,Investment Banks/Brokers,,D,EUR,194,XET,XETR,Xetra,False,D15,,coinbase-global-inc,"COINBASE GLB.CL.A -,00001",Coinbase Global Inc.,,95.79,-1.0229386237,2520706.08,20797637430.0,2023-07-20T17:36:00+02:00
DE000PSM7770,Prosiebensat 1 Media,PSM,,Movies/Entertainment,Broadcasting,D,EUR,194,XET,XETR,Xetra,False,D15,,prosiebensat-1-media-se,PROSIEBENSAT.1 NA O.N.,ProSiebenSat.1 Media SE,,8.492,-0.2583979329,2413830.86,1978636000.0,2023-07-20T17:35:12+02:00
US0079031078,Advanced Micro Devices,AMD,,Semiconductors,,D,EUR,194,XET,XETR,Xetra,False,D15,,advanced-micro-devices-inc,"ADVANCED MIC.DEV. DL-,01",Advanced Micro Devices Inc. ,,101.52,-3.9182282794,2357909.87,167000400000.0,2023-07-20T17:35:39+02:00
DE000WAF3001,Siltronic,WAF,世创电子材料,Semiconductors,Semiconductors,D,EUR,194,XET,XETR,Xetra,False,D15,,siltronic-ag,SILTRONIC AG NA O.N.,Siltronic AG,,72.6,-3.2644903398,2302322.5,2178000000.0,2023-07-20T17:35:18+02:00
DE0008019001,Deutsche Pfandbriefbank,PBB,,Major Banks,Credit Banks,C,EUR,194,XET,XETR,Xetra,False,CX,D15,deutsche-pfandbriefbank-ag,DT.PFANDBRIEFBK AG,Deutsche Pfandbriefbank AG,,7.115,1.3532763532,2271433.76,956825200.0,2023-07-20T17:35:26+02:00
DE0005419105,Cancom,COK,,Information Technology Services,IT-Services,C,EUR,194,XET,XETR,Xetra,False,CX,D15,cancom-se,CANCOM SE O.N.,CANCOM SE,,25.56,-1.5408320494,2259140.18,993517200.0,2023-07-20T17:35:25+02:00
DE000A2NB601,Jenoptik,JEN,,Electronic Components,Advanced Industrial Equipment,B,EUR,194,XET,XETR,Xetra,False,CX,D15,jenoptik-ag,JENOPTIK AG NA O.N.,Jenoptik AG,,29.66,-2.5624178713,2205399.98,1697738400.0,2023-07-20T17:35:14+02:00
