isin,euronext_code,stock_name,degiro_symbol,symbol,category,currency,exchangeId,exchange_degiro,exchange_mic_code,exchange_name,market,isShortable,feedQuality,feedQualitySecondary,icb_industry,name,description,logoid,type,close,Value.Traded,market_cap_basic,fundamental_currency_code,sector,industry,is_primary,exchange,country,currency_id,forex_rate,market_cap_USD,Traded_USD,turnover_rate,plate,证券代码,证券名称,en_description,dr_name,code,correct_industry,exchange_code,trade_currency,last_price,change,last_traded_at,close_price,trading_date
IT0005122400,IT0005122400-MTAA,Giglio Group SpA,GG,GG,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Cable Television Services,GG,GIGLIO GROUP,,stock,0.656,508.4,15897190.62503,USD,Technology Services,Information Technology Services,True,MIL,Italy,EUR,1.11261,0.1589719062503,5.6565092400000005e-06,0.0,欧洲,,,GIGLIO GROUP,,,,MTAA,EUR,0.656,0.92,10:33 CEST21 Jul 2023,0.65,20 Jul 2023
IT0005345233,IT0005345233-MTAA,Garofalo Health Care SpA,GHC,GHC,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Health Care Facilities,GHC,GAROFALO HEALTH CARE,garofalo-health-care-spa,stock,4.1,40872.9,404809377.69998,USD,Health Services,Hospital/Nursing Management,True,MIL,Italy,EUR,1.11261,4.0480937769998,0.00045475597269,0.0001,欧洲,,,GAROFALO HEALTH CARE,,,,MTAA,EUR,4.10,1.23,10:01 CEST21 Jul 2023,4.05,20 Jul 2023
BE0003699130,BE0003699130-XBRU,Gimv,GIMB,GIMB,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Asset Managers and Custodians,GIMB,GIMV,gimv,stock,42.1,63781.5,1264498901.88391,USD,Finance,Financial Conglomerates,True,EURONEXT,Belgium,EUR,1.11261,12.6449890188391,0.00070963934715,0.0001,欧洲,,,GIMV,,,,XBRU,EUR,42.05,0.72,11:08 CEST21 Jul 2023,41.75,20 Jul 2023
FR0004010338,FR0004010338-XPAR,Groupe JAJ?,GJAJ,GJAJ,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Clothing and Accessories,GJAJ,GROUPE JAJ,,stock,1.44,6480.0,5708777.57912,USD,Consumer Non-Durables,Apparel/Footwear,True,EURONEXT,France,EUR,1.11261,0.0570877757912,7.2097128e-05,0.0013,欧洲,,,GROUPE JAJ,,,,,,,,,,
FR0000130809,FR0000130809-XPAR,Soci��t�� G��n��rale,GLE,GLE,A,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,CX,Banks,GLE,法国兴业银行,societe-generale,stock,24.095,6866231.675,19705537040.21375,USD,Finance,Major Banks,True,EURONEXT,France,EUR,1.11261,197.0553704021375,0.0763943802392175,0.0004,欧洲,GLE,法国兴业银行,SOCIETE GENERALE,法国兴业银行,,,XPAR,EUR,24.095,-0.04,11:20 CEST21 Jul 2023,24.105,20 Jul 2023
PTPAD0AM0007,PTPAD0AM0007-XLIS,GLINTT-GL.INTELLIG.TECHNOL.SA,GLINT,GLINT,D,EUR,560,ELI,XLIS,Euronext Lisbon,portugal,False,R,,Computer Services,GLINT,GLINTT,glintt,stock,0.282,853.896,27302290.07099,USD,Commercial Services,Miscellaneous Commercial Services,True,EURONEXT,Portugal,EUR,1.11261,0.2730229007099,9.500532285600002e-06,0.0,欧洲,,,GLINTT,,,,,,,,,,
FR0000066672,FR0000066672-XPAR,GL Events,GLO,GLO,C,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,CX,Media Agencies,GLO,GL EVENTS,gl-events,stock,20.55,281411.7,649526077.74604,USD,Commercial Services,Miscellaneous Commercial Services,True,EURONEXT,France,EUR,1.11261,6.4952607774604,0.00313101471537,0.0005,欧洲,,,GL EVENTS,,,,XPAR,EUR,20.45,2.25,11:07 CEST21 Jul 2023,20.00,20 Jul 2023
BE0003818359,BE0003818359-XAMS,Galapagos NV,GLPG,GLPG,C,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,True,R,,Biotechnology,GLPG,GALAPAGOS,galapagos,stock,38.38,310762.86,2809102613.00471,USD,Health Technology,Biotechnology,True,EURONEXT,Belgium,EUR,1.11261,28.0910261300471,0.003457578656646,0.0001,欧洲,,,GALAPAGOS,,,,"XAMS, XBRU",EUR,38.43,0.37,11:19 CEST21 Jul 2023,38.29,20 Jul 2023
FR0004163111,FR0004163111-XPAR,Genfit,GNFT,GNFT,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Biotechnology,GNFT,GENFIT,genfit,stock,3.58,154652.42,199313395.4856,USD,Health Technology,Pharmaceuticals: Major,True,EURONEXT,France,EUR,1.11261,1.993133954856,0.001720678290162,0.0009,欧洲,,,GENFIT,,,,XPAR,EUR,3.58,-0.56,10:59 CEST21 Jul 2023,3.60,20 Jul 2023
CH0308403085,CH0308403085-XPAR,Geneuro SA,GNRO,GNRO,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Biotechnology,GNRO,GENEURO,geneuro-sa,stock,1.58,1.58,43848729.68872001,USD,Health Technology,Biotechnology,True,EURONEXT,Switzerland,EUR,1.11261,0.4384872968872001,1.7579238e-08,0.0,欧洲,,,GENEURO,,,,XPAR,EUR,1.58,0,09:00 CEST21 Jul 2023,1.58,20 Jul 2023
NL0000430106,NL0000430106-XAMS,GEOJUNXION NV,GOJXN,GOJXN,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,,Consumer Digital Services,GOJXN,GEOJUNXION,geojunxion-n-v,stock,1.03,64.89,5007149.57754,USD,Electronic Technology,Computer Processing Hardware,True,EURONEXT,Netherlands,EUR,1.11261,0.0500714957754,7.219726290000002e-07,0.0,欧洲,,,GEOJUNXION,,,,XAMS,EUR,1.02,-3.77,11:14 CEST21 Jul 2023,1.06,20 Jul 2023
FR0010214064,FR0010214064-XPAR,Pizzorno Environnement,GPE,GPE,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Waste and Disposal Services,GPE,GPE GROUP PIZZORNO,gpe-groupe-pizzorno,stock,55.0,55.0,237114409.27218,USD,Industrial Services,Environmental Services,True,EURONEXT,France,EUR,1.11261,2.3711440927217997,6.119355e-07,0.0,欧洲,,,GPE GROUP PIZZORNO,,,,XPAR,EUR,55.00,-0.36,09:00 CEST21 Jul 2023,55.20,20 Jul 2023
IT0005221517,IT0005221517-MTAA,GPI SpA,GPI,GPI,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Health Care Services,GPI,GPI,,stock,10.86,30505.74,346970682.10695,USD,Commercial Services,Miscellaneous Commercial Services,True,MIL,Italy,EUR,1.11261,3.4697068210695,0.000339409913814,0.0001,欧洲,,,GPI,,,,MTAA,EUR,10.86,0.37,11:00 CEST21 Jul 2023,10.82,20 Jul 2023
BE0003765790,BE0003765790-XBRU,Greenyard,GRYFO,GREEN,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Food Products,GREEN,GREENYARD,greenyard,stock,6.9,24467.4,384264819.21025,USD,Consumer Non-Durables,Food: Specialty/Candy,True,EURONEXT,Belgium,EUR,1.11261,3.8426481921025,0.00027222673914,0.0001,欧洲,,,GREENYARD,,,,,,,,,,
FR0000065971,FR0000065971-XPAR,Graines Voltz,GRVO,GRVO,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Home Improvement Retailers,GRVO,GRAINES VOLTZ,graines-voltz-sa,stock,39.9,16039.8,66249354.07805,USD,Distribution Services,Wholesale Distributors,True,EURONEXT,France,EUR,1.11261,0.6624935407805,0.00017846041878,0.0003,欧洲,,,GRAINES VOLTZ,,,,XPAR,EUR,39.90,-0.75,10:55 CEST21 Jul 2023,40.20,20 Jul 2023
IT0004098510,IT0004098510-MTAA,Gas Plus SpA,GSP,GSP,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Integrated Oil and Gas,GSP,GAS PLUS,gas-plus,stock,2.55,6892.65,123215882.61708,USD,Utilities,Gas Distributors,True,MIL,Italy,EUR,1.11261,1.2321588261708,7.6688313165e-05,0.0001,欧洲,,,GAS PLUS,,,,MTAA,EUR,2.55,0.39,11:17 CEST21 Jul 2023,2.54,20 Jul 2023
IT0001042297,IT0001042297-MTAA,Greenthesis,GTH,GTH,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Waste and Disposal Services,GTH,GREENTHESIS,greenthesis-spa,stock,0.89,3845.69,148973293.63312,USD,Industrial Services,Engineering & Construction,True,MIL,Italy,EUR,1.11261,1.4897329363312,4.2787531509e-05,0.0,欧洲,,,GREENTHESIS,,,,MTAA,EUR,0.89,0.23,10:12 CEST21 Jul 2023,0.888,20 Jul 2023
FR0011726835,FR0011726835-XPAR,Gaztransport et Technigaz SA,GTT,GTT,B,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,CX,Oil Equipment and Services,GTT,GTT (GAZTRANSPORT ET TECHNIGAZ) EUR0.01,gtt-gaztransport,stock,98.5,560563.5,4058273901.45276,USD,Utilities,Gas Distributors,True,EURONEXT,France,EUR,1.11261,40.5827390145276,0.00623688555735,0.0002,欧洲,,,GTT (GAZTRANSPORT ET TECHNIGAZ) EUR0.01,,,,XPAR,EUR,98.55,-0.4,11:16 CEST21 Jul 2023,98.95,20 Jul 2023
FR0000066722,FR0000066722-XPAR,Guillemot,GUI,GUI,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Computer Hardware,GUI,GUILLEMOT,guillemot,stock,7.1,14093.5,121060105.87231,USD,Consumer Durables,Recreational Products,True,EURONEXT,France,EUR,1.11261,1.2106010587231,0.00015680569035,0.0001,欧洲,,,GUILLEMOT,,,,XPAR,EUR,7.05,-2.35,11:13 CEST21 Jul 2023,7.22,20 Jul 2023
PTGNV0AM0001,PTGNV0AM0001-XLIS,GREENVOLT,GVOLT,GVOLT,C,EUR,560,ELI,XLIS,Euronext Lisbon,portugal,False,R,CX,Alternative Electricity,GVOLT,GREENVOLT ENERGIAS RENOVAVEIS,greenvolt-energias-renovaveis,stock,6.165,393635.25,962166832.89089,USD,Utilities,Electric Utilities,False,EURONEXT,Portugal,EUR,1.11261,9.6216683289089,0.004379625155025,0.0005,欧洲,,,GREENVOLT ENERGIAS RENOVAVEIS,,,,,,,,,,
IT0005411209,IT0005411209-MTAA,GVS SpA,GVS,GVS,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Plastics,GVS,GVS,gvs,stock,5.425,66727.5,1071560875.0,USD,Electronic Technology,Electronic Equipment/Instruments,True,MIL,Italy,EUR,1.11261,10.71560875,0.00074241683775,0.0001,欧洲,,,GVS,,,,MTAA,EUR,5.425,-1.36,11:16 CEST21 Jul 2023,5.50,20 Jul 2023
BMG455841020,BMG455841020-XAMS,HAL Trust,HAL,HAL,C,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,CX,Asset Managers and Custodians,HAL,HAL TRUST,hal-trust,stock,114.4,86829.6,11463583702.1497,USD,Finance,Financial Conglomerates,True,EURONEXT,Netherlands,EUR,1.11261,114.635837021497,0.00096607481256,0.0,欧洲,,,HAL TRUST,,,,XAMS,EUR,114.00,0,11:16 CEST21 Jul 2023,114.00,20 Jul 2023
FR0000054231,FR0000054231-XPAR,High Co,HCO,HCO,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Media Agencies,HCO,HIGH CO,high-co,stock,4.62,14188.02,96823024.31241,USD,Commercial Services,Advertising/Marketing Services,True,EURONEXT,France,EUR,1.11261,0.9682302431241,0.000157857329322,0.0002,欧洲,,,HIGH CO,,,,XPAR,EUR,4.62,0,11:06 CEST21 Jul 2023,4.62,20 Jul 2023
FR0014003VY4,FR0014003VY4-XPAR,HDF PROMESSES,HDF,HDF,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Alternative Electricity,HDF,HYDROGENE DE FRANCE,,stock,17.76,53475.36,291982917.36262,USD,Utilities,Alternative Power Generation,True,EURONEXT,France,EUR,1.11261,2.9198291736262,0.000594972202896,0.0002,欧洲,,,HYDROGENE DE FRANCE,,,,XPAR,EUR,17.36,-5.14,11:16 CEST21 Jul 2023,18.30,20 Jul 2023
FR0004165801,FR0004165801-XPAR,Les Hotels de Paris,HDP,HDP,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Hotels and Motels,HDP,HOTELS DE PARIS,les-hotels-de-paris,stock,2.44,3799.08,20066559.95454,USD,Consumer Services,Hotels/Resorts/Cruise lines,True,EURONEXT,France,EUR,1.11261,0.2006655995454,4.2268943988e-05,0.0002,欧洲,,,HOTELS DE PARIS,,,,,,,,,,
NL0000009165,NL0000009165-XAMS,Heineken,HEIA,HEIA,A,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,True,R,CX,Brewers,HEIA,喜力,heineken,stock,97.9,3869595.4,62423858300.19823,USD,Consumer Non-Durables,Beverages: Alcoholic,True,EURONEXT,Netherlands,EUR,1.11261,624.2385830019823,0.04305350537994,0.0001,欧洲,HEIA,喜力,HEINEKEN,喜力,,,XAMS,EUR,97.90,0.45,11:20 CEST21 Jul 2023,97.46,20 Jul 2023
NL0009269109,NL0009269109-XAMS,Heijmans,HEIJM,HEIJM,C,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,CX,Construction,HEIJM,HEIJMANS,heijmans,dr,12.32,94777.76,339672758.04066,USD,Industrial Services,Engineering & Construction,True,EURONEXT,Netherlands,EUR,1.11261,3.3967275804066004,0.001054506835536,0.0003,欧洲,,,HEIJMANS,,,,XAMS,EUR,12.32,-0.96,11:00 CEST21 Jul 2023,12.44,20 Jul 2023
NL0000008977,NL0000008977-XAMS,Heineken Holding,HEIO,HEIO,A,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,CX,Brewers,HEIO,喜力控股,heineken,stock,81.35,478012.6,25964808429.30986,USD,Consumer Non-Durables,Beverages: Alcoholic,True,EURONEXT,Netherlands,EUR,1.11261,259.6480842930986,0.00531841598886,0.0,欧洲,HEIO,喜力控股,HEINEKEN HOLDING,喜力,,,XAMS,EUR,81.35,0.37,11:19 CEST21 Jul 2023,81.05,20 Jul 2023
IT0001250932,IT0001250932-MTAA,HERA SpA,HER,HER,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Multi-utilities,HER,HERA,hera,stock,2.758,1909277.902,4478018587.750731,USD,Utilities,Electric Utilities,True,MIL,Italy,EUR,1.11261,44.780185877507314,0.0212428168654421,0.0005,欧洲,,,HERA,,,,MTAA,EUR,2.758,0.29,11:20 CEST21 Jul 2023,2.75,20 Jul 2023
FR0000121329,FR0000121329-XPAR,Thales,HO,HO,A,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Defense,HO,Thales,thales,stock,134.55,16160800.5,32744361947.55429,USD,Electronic Technology,Aerospace & Defense,True,EURONEXT,France,EUR,1.11261,327.4436194755429,0.17980668244305,0.0005,欧洲,HO,Thales,THALES,Thales,,,XPAR,EUR,134.80,-3.85,11:19 CEST21 Jul 2023,140.20,20 Jul 2023
NL0000440311,NL0000440311-XAMS,Holland Colours,HOLCO,HOLCO,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,,Chemicals: Diversified,HOLCO,HOLLAND COLOURS,holland-colours,stock,106.0,18126.0,101530637.83445,USD,Process Industries,Chemicals: Specialty,True,EURONEXT,Netherlands,EUR,1.11261,1.0153063783445,0.0002016716886,0.0002,欧洲,,,HOLLAND COLOURS,,,,,,,,,,
BE0974409410,BE0974409410-XBRU,HOME INVEST BE.,HOMI,HOMI,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Residential REITs,HOMI,HOME INVEST BELGIUM,home-invest-belgium,fund,17.1,43074.9,375423249.63649,USD,Finance,Real Estate Investment Trusts,True,EURONEXT,Belgium,EUR,1.11261,3.7542324963649,0.00047925564489,0.0001,欧洲,,,HOME INVEST BELGIUM,,,,XBRU,EUR,17.04,-0.47,11:13 CEST21 Jul 2023,17.12,20 Jul 2023
NL0009391242,NL0009391242-XAMS,Hydratec Industries,HYDRA,HYDRA,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,,Machinery: Agricultural,HYDRA,HYDRATEC GEWONE AANDELEN,hydratec-gewone-aandelen,stock,87.0,8700.0,125645320.97964,USD,Producer Manufacturing,Miscellaneous Manufacturing,True,EURONEXT,Netherlands,EUR,1.11261,1.2564532097964,9.679707e-05,0.0001,欧洲,,,HYDRATEC GEWONE AANDELEN,,,,,,,,,,
BE0974363955,BE0974363955-XBRU,Hyloris Pharmaceuticals SA,HYL,HYL,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Biotechnology,HYL,HYLORIS,hyloris,stock,11.0,11.0,344462718.65016,USD,Health Technology,Pharmaceuticals: Major,True,EURONEXT,Belgium,EUR,1.11261,3.4446271865016,1.2238710000000001e-07,0.0,欧洲,,,HYLORIS,,,,XBRU,EUR,11.00,-0.45,09:00 CEST21 Jul 2023,11.05,20 Jul 2023
GB00BYN5BY03,GB00BYN5BY03-XBRU,HYBRID SOFTWARE GROUP PLC,GLOG,HYSG,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Software,HYSG,HYBRID SOFTWARE GROUP,hybrid-software-plc,stock,4.1,4.1,149149950.32399002,USD,Technology Services,Packaged Software,True,EURONEXT,United Kingdom,EUR,1.11261,1.4914995032399,4.561701e-08,0.0,欧洲,,,HYBRID SOFTWARE GROUP,,,,XBRU,EUR,4.10,0.49,09:00 CEST21 Jul 2023,4.08,20 Jul 2023
MA0000011488,MA0000011488-XPAR,Maroc Telecom,IAM,IAM,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Telecommunications Services,IAM,MAROC TELECOM,itissalat-al-ma-inh-dh,stock,9.0,9.0,8801578589.52582,USD,Communications,Wireless Telecommunications,False,EURONEXT,Morocco,EUR,1.11261,88.0157858952582,1.0013490000000001e-07,0.0,欧洲,,,MAROC TELECOM,,,,XPAR,EUR,9.00,0,09:00 CEST21 Jul 2023,9.00,20 Jul 2023
BE0003766806,BE0003766806-XBRU,ION BEAM APPLICATIONS S.A.,IBAB,IBAB,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Medical Equipment,IBAB,ION BEAM APPLICATIONS,ion-beam-applications,stock,14.7,119481.6,486077124.4747,USD,Health Technology,Medical Specialties,True,EURONEXT,Belgium,EUR,1.11261,4.860771244747,0.00132936422976,0.0003,欧洲,,,ION BEAM APPLICATIONS,,,,,,,,,,
PTIBS0AM0008,PTIBS0AM0008-XLIS,Ibersol SGPS,IBS,IBS,D,EUR,560,ELI,XLIS,Euronext Lisbon,portugal,False,R,,Restaurants and Bars,IBS,IBERSOL-SGPS,ibersol-sgps,stock,6.96,17553.12,300334078.33462,USD,Consumer Services,Restaurants,True,EURONEXT,Portugal,EUR,1.11261,3.0033407833462,0.000195297768432,0.0001,欧洲,,,IBERSOL-SGPS,,,,,,,,,,
FR0000035081,FR0000035081-XPAR,Icade,ICAD,ICAD,B,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,CX,Office REITs,ICAD,ICADE,icade,fund,38.42,284538.52,3245997816.4731703,USD,Finance,Real Estate Development,True,EURONEXT,France,EUR,1.11261,32.4599781647317,0.003165804027372,0.0001,欧洲,,,ICADE,,,,XPAR,EUR,38.28,-0.62,11:20 CEST21 Jul 2023,38.52,20 Jul 2023
IT0005455875,IT0005455875-MTAA,INTERCOS,ICOS,ICOS,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Cosmetics,ICOS,INTERCOS,intercos,stock,15.74,8719.96,1695349288.50947,USD,Consumer Non-Durables,Household/Personal Care,True,MIL,Italy,EUR,1.11261,16.9534928850947,9.7019146956e-05,0.0,欧洲,,,INTERCOS,,,,MTAA,EUR,15.74,-0.51,10:41 CEST21 Jul 2023,15.82,20 Jul 2023
IT0005543480,IT0005543480-MTAA,ITALIAN DESIGN,IDB,IDB,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Household Furnishings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR0000051393,FR0000051393-XPAR,IDI S.C.A.,IDIP,IDIP,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Closed End Investments,IDIP,IDI,idi,stock,64.8,34279.2,518945651.70558,USD,Finance,Financial Conglomerates,True,EURONEXT,France,EUR,1.11261,5.1894565170558,0.0003813938071199,0.0001,欧洲,,,IDI,,,,XPAR,EUR,64.80,0.62,10:49 CEST21 Jul 2023,64.40,20 Jul 2023
FR0010929125,FR0010929125-XPAR,ID Logistics SAS,IDL,IDL,C,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Delivery Services,IDL,ID LOGISTICS GROUP,id-logistics-group,stock,261.0,116406.0,1799751339.87,USD,Transportation,Air Freight/Couriers,True,EURONEXT,France,EUR,1.11261,17.9975133987,0.0012951447966,0.0001,欧洲,,,ID LOGISTICS GROUP,,,,XPAR,EUR,261.00,-0.38,11:18 CEST21 Jul 2023,262.00,20 Jul 2023
IT0003411417,IT0003411417-MTAA,Italian Exhibition Group SpA,IEG,IEG,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Recreational Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE0003748622,BE0003748622-XBRU,Iep Invest,IEP,IEP,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Real Estate Holding and Development,IEP,IEP INVEST,iep-invest,stock,5.25,315.0,51474593.68854,USD,Finance,Financial Conglomerates,True,EURONEXT,Belgium,EUR,1.11261,0.5147459368853999,3.504721500000001e-06,0.0,欧洲,,,IEP INVEST,,,,,,,,,,
NL0010556726,NL0010556726-XAMS,IEX Group NV,IEX,IEX,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,,Food Products,IEX,IEX GROUP,iex-group-n-v,dr,1.8,36.0,7877784.89993,USD,Technology Services,Internet Software/Services,True,EURONEXT,Netherlands,EUR,1.11261,0.0787778489993,4.0053960000000004e-07,0.0,欧洲,,,IEX GROUP,,,,,,,,,,
IT0003188064,IT0003188064-MTAA,Banca IFIS SpA,IF,IF,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Mortgage Finance,IF,BANCA IFIS,banca-ifis,stock,15.22,300321.04,907637027.10175,USD,Finance,Regional Banks,True,MIL,Italy,EUR,1.11261,9.0763702710175,0.003341401923144,0.0004,欧洲,,,BANCA IFIS,,,,MTAA,EUR,15.22,-0.2,11:12 CEST21 Jul 2023,15.25,20 Jul 2023
IT0005211237,IT0005211237-MTAA,Italgas SpA,IG,IG,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Gas Distribution,IG,ITALGAS,italgas,stock,5.38,1965104.18,4828967599.64443,USD,Utilities,Gas Distributors,True,MIL,Italy,EUR,1.11261,48.2896759964443,0.021863945617098,0.0005,欧洲,,,ITALGAS,,,,MTAA,EUR,5.37,0.37,11:20 CEST21 Jul 2023,5.35,20 Jul 2023
IT0005322612,IT0005322612-MTAA,Immobiliare Grande Distribuzione SIIQ SpA,IGD,IGD,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Retail REITs,IGD,IGD,igd,fund,2.57,22826.74,313254093.21019,USD,Finance,Real Estate Development,True,MIL,Italy,EUR,1.11261,3.1325409321019,0.000253972591914,0.0001,欧洲,,,IGD,,,,MTAA,EUR,2.57,0.78,11:17 CEST21 Jul 2023,2.55,20 Jul 2023
IT0005108219,IT0005108219-MTAA,I Grandi Viaggi SpA,IGV,IGV,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Travel and Tourism,IGV,I GRANDI VIAGGI,i-grandi-viaggi-spa,stock,0.856,12500.168,46631718.56805,USD,Consumer Services,Hotels/Resorts/Cruise lines,True,MIL,Italy,EUR,1.11261,0.4663171856804999,0.0001390781191848,0.0003,欧洲,,,I GRANDI VIAGGI,,,,MTAA,EUR,0.856,-2.73,11:11 CEST21 Jul 2023,0.88,20 Jul 2023
IT0005359192,IT0005359192-MTAA,illimity Bank SpA,ILTY,ILTY,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Banks,ILTY,ILLIMITY BANK,illimity-bank,stock,6.1,230012.7,574144582.4108499,USD,Finance,Regional Banks,True,MIL,Italy,EUR,1.11261,5.741445824108499,0.00255914430147,0.0004,欧洲,,,ILLIMITY BANK,,,,MTAA,EUR,6.10,-0.89,11:08 CEST21 Jul 2023,6.155,20 Jul 2023
NL0010801007,NL0010801007-XAMS,IMCD NV,IMCD,IMCD,A,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,True,R,,Specialty Chemicals,IMCD,IMCD,imcd,stock,136.8,1000828.8,8697259450.31372,USD,Process Industries,Chemicals: Major Diversified,True,EURONEXT,Netherlands,EUR,1.11261,86.9725945031372,0.01113532131168,0.0001,欧洲,,,IMCD,,,,XAMS,EUR,136.90,-0.29,11:19 CEST21 Jul 2023,137.30,20 Jul 2023
FR0000033243,FR0000033243-XPAR,Immobili��re Dassault,IMDA,IMDA,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Diversified REITs,IMDA,IMMOB.DASSAULT,immobiliere-dassault-sa,fund,52.0,21580.0,390536922.74289,USD,Finance,Real Estate Investment Trusts,True,EURONEXT,France,EUR,1.11261,3.9053692274289,0.000240101238,0.0001,欧洲,,,IMMOB.DASSAULT,,,,XPAR,EUR,52.00,1.56,10:40 CEST21 Jul 2023,51.20,20 Jul 2023
BE0003599108,BE0003599108-XBRU,Immobel,IMMO,IMMO,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Real Estate Holding and Development,IMMO,IMMOBEL,immobel,stock,35.0,8890.0,384064662.7719,USD,Finance,Real Estate Development,True,EURONEXT,Belgium,EUR,1.11261,3.840646627719,9.891102900000002e-05,0.0,欧洲,,,IMMOBEL,,,,XBRU,EUR,35.00,1.16,09:29 CEST21 Jul 2023,34.60,20 Jul 2023
BE0003866838,BE0003866838-VPXB,Immopool,IMMOP,IMMOP,D,EUR,320,EBR,VPXB,Euronext Brussels,belgium,False,R,,Containers and Packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE0003893139,BE0003893139-XBRU,Immo Moury,IMMOU,IMMOU,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Office REITs,IMMOU,IMMO MOURY (D),immo-moury-d,fund,39.0,39.0,20065003.54716,USD,Finance,Real Estate Investment Trusts,True,EURONEXT,Belgium,EUR,1.11261,0.2006500354715999,4.339179e-07,0.0,欧洲,,,IMMO MOURY (D),,,,,,,,,,
IT0001413837,IT0001413837-MTAA,Immsi SpA,IMS,IMS,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Recreational Vehicles and Boats,IMS,IMMSI,immsi-spa,stock,0.477,568.107,177426013.68613002,USD,Consumer Durables,Motor Vehicles,True,MIL,Italy,EUR,1.11261,1.7742601368613002,6.3208152927e-06,0.0,欧洲,,,IMMSI,,,,MTAA,EUR,0.477,1.92,11:14 CEST21 Jul 2023,0.468,20 Jul 2023
