股票代码,股票简称,美股@最新价,美股@最新涨跌幅,美股@gics行业(三级),美股@所属概念,美股@总市值[20230919],美股@gics行业(一级),美股@gics行业(二级),美股@gics行业(四级),美股@上市日期,美股@总股本[20230919],美股@流通股[20230919],美股@上市板块,market_code,code
CVBF.O,CVB金融,16.810,0.179,商业银行,,2342375043.83,金融,银行,区域性银行,20010612,139344143.0,139344143.0,Nasdaq Global Select Market,185,CVBF
PRMW.N,Primo Water,14.680,-0.204,饮料,,2339766662.0,日常消费品,食品、饮料与烟草,软饮料与不含酒精饮料,20020730,159384650.0,159384650.0,主板,169,PRMW
MGPI.O,MGP材料,106.160,-0.757,饮料,酒精饮料[US],2337133207.36,日常消费品,食品、饮料与烟草,酿酒商与葡萄酒商,19881020,22015196.0,22015196.0,Nasdaq Global Select Market,185,MGPI
NMIH.O,NMI Holdings,28.380,-0.351,商业银行,,2335127685.0,金融,银行,区域性银行,20131108,82280750.0,82280750.0,Nasdaq Global Market,185,NMIH
ICFI.O,ICF国际,123.860,-0.753,专业服务,,2330385645.5,工业,商业和专业服务,调查和咨询服务,20060928,18814675.0,18814675.0,Nasdaq Global Select Market,185,ICFI
GGAL.O,加利西亚金融,15.790,-3.188,商业银行,,2328538811.689,金融,银行,区域性银行,20000724,147469209.1,147469209.1,Nasdaq Capital Market,186,GGAL
MOD.N,摩丁制造,44.500,0.068,汽车零部件,特斯拉概念[US],2326604892.0,非日常生活消费品,汽车与汽车零部件,汽车零件与设备,20041019,52283256.0,52283256.0,主板,169,MOD
TEO.N,阿根廷电信,5.410,0.561,综合电信业务,,2317368299.836,通讯业务,电信业务,综合电信业务,19941209,430737602.2,430737602.2,主板,169,TEO
MYRG.O,MYR集团,138.610,-0.123,建筑与工程,,2316108507.74,工业,资本品,建筑与工程,20080909,16709534.0,16709534.0,Nasdaq Global Select Market,185,MYRG
CALM.O,卡尔梅尔食品,47.280,0.832,食品,农产品[US],2315936570.4,日常消费品,食品、饮料与烟草,农产品与服务,19961211,48983430.0,48983430.0,Nasdaq Global Select Market,185,CALM
AESI.N,Atlas Energy,23.135,0.260,石油、天然气与消费用燃料,次新上市股[US],2313000000.0,能源,能源,石油与天然气的储存和运输,20230309,100000000.0,100000000.0,主板,169,AESI
NVG.N,纽文Amt-free市政信贷,10.810,0.000,资本市场,,2310311956.84,金融,金融服务,资产管理与托管银行,20160404,213522362.0,213522362.0,主板,169,NVG
GDRX.O,Goodrx,5.790,0.347,医疗保健技术,,2303524431.75,医疗保健,医疗保健设备与服务,医疗保健技术,20200923,397845325.0,397845325.0,Nasdaq Global Select Market,185,GDRX
BATRK.O,Atlanta Braves C,37.190,2.792,酒店、餐馆与休闲,,2295340395.1,非日常生活消费品,消费者服务,休闲设施,20160418,61719290.0,61719290.0,Nasdaq Global Select Market,185,BATRK
NVEI.O,Nuvei,16.470,-1.789,金融服务,,2290348949.49,金融,金融服务,交易与支付处理服务,20211006,139061867.0,139061867.0,Nasdaq Global Select Market,185,NVEI
VRTV.N,Veritiv,168.885,0.219,贸易公司与经销商,,2289861667.38,工业,资本品,贸易公司与经销商,20140702,13551081.0,13551081.0,主板,169,VRTV
STRL.O,Sterling,74.280,-1.668,建筑与工程,水利[US],2289166239.6,工业,资本品,建筑与工程,20060120,30818070.0,30818070.0,Nasdaq Global Select Market,185,STRL
SOVO.O,Sovos Brands,22.560,-0.089,食品,,2285984608.8,日常消费品,食品、饮料与烟草,包装食品与肉类,20210923,101329105.0,101329105.0,Nasdaq Global Market,185,SOVO
CERT.O,Certara,14.230,1.788,软件,,2273614586.04,信息技术,软件与服务,应用软件,20201211,159776148.0,159776148.0,Nasdaq Global Select Market,185,CERT
WSFS.O,WSFS金融,37.220,-0.455,金融服务,,2272526652.0,金融,金融服务,综合金融服务,19861128,61056600.0,61056600.0,Nasdaq Global Select Market,185,WSFS
CBU.N,社区银行系统,42.400,0.000,商业银行,,2270072096.92,金融,银行,区域性银行,19971231,53526812.0,53526812.0,主板,169,CBU
CRDO.O,Credo Technology,15.130,0.665,半导体产品与设备,,2269934790.81,信息技术,半导体产品与设备,半导体产品,20220127,150028737.0,150028737.0,Nasdaq Global Select Market,185,CRDO
TCN.N,Tricon Residential,8.345,-1.068,房地产管理和开发,房地产服务[US],2269906298.46,房地产,房地产管理和开发,房地产经营公司,20211007,272171019.0,272171019.0,主板,169,TCN
CENTA.O,中央花园和宠物A,42.240,0.190,居家用品,,2267257977.6,日常消费品,家庭与个人用品,居家用品,20070206,53675615.0,53675615.0,Nasdaq Global Select Market,185,CENTA
PAM.N,Pampa能源,41.450,-1.473,电力公用事业,,2262353014.496,公用事业,公用事业,电力公用事业,20091009,54540815.2,54540815.2,主板,169,PAM
AMRC.N,阿梅雷斯克,43.250,-0.689,机械制造,,2257682870.0,工业,资本品,工业机械和用品及零部件,20100722,52200760.0,52200760.0,主板,169,AMRC
DRVN.O,Driven Brands,13.450,0.523,汽车零部件,,2253310537.9,非日常生活消费品,汽车与汽车零部件,汽车零件与设备,20210115,167532382.0,167532382.0,Nasdaq Global Select Market,185,DRVN
CCS.N,Century Communities,70.410,0.933,房地产管理和开发,,2252633592.3,房地产,房地产管理和开发,房地产开发,20140618,32020378.0,32020378.0,主板,169,CCS
LSPD.N,Lightspeed,14.805,-1.136,软件,,2252339790.8,信息技术,软件与服务,应用软件,20200911,152185121.0,152185121.0,主板,169,LSPD
RKLB.O,Rocket Lab USA,4.660,-7.540,航空航天与国防,太空概念[US],2252302021.24,工业,资本品,航天航空与国防,20201124,483326614.0,483326614.0,Nasdaq Capital Market,186,RKLB
AMBA.O,安霸,56.450,-2.504,半导体产品与设备,,2251126139.95,信息技术,半导体产品与设备,半导体产品,20121010,39878231.0,39878231.0,Nasdaq Global Select Market,185,AMBA
DEI.N,道格拉斯艾美特,13.500,0.746,写字楼REIT,,2250959355.0,房地产,房地产投资信托（REITs）,写字楼REIT,20061024,166737730.0,166737730.0,主板,169,DEI
AMPH.O,Amphastar,46.040,-0.411,制药,,2249311916.08,医疗保健,制药、生物科技和生命科学,制药,20140625,48855602.0,48855602.0,Nasdaq Global Select Market,185,AMPH
TRIP.O,猫途鹰,16.280,0.805,多品类零售,"在线旅游[US],旅游观光[US]",2246443435.28,非日常生活消费品,非必需消费品分销和零售,多品类零售,20111221,137987926.0,137987926.0,Nasdaq Global Select Market,185,TRIP
BLMN.O,Bloomin'Brands,25.770,-1.791,酒店、餐馆与休闲,"酒吧[US],餐饮连锁[US]",2244496982.91,非日常生活消费品,消费者服务,餐馆,20120808,87097283.0,87097283.0,Nasdaq Global Select Market,185,BLMN
SDGR.O,Schrodinger,31.200,-1.670,制药,,2242666701.6,医疗保健,制药、生物科技和生命科学,制药,20200206,71880343.0,71880343.0,Nasdaq Global Select Market,185,SDGR
KW.N,Kennedy-Wilson控股,16.060,-1.413,多元化REIT,房地产服务[US],2237222933.85,房地产,房地产投资信托（REITs）,多样化房地产投资信托,20100319,139390837.0,139390837.0,主板,169,KW
NS.N,纽星能源,18.030,0.334,石油、天然气与消费用燃料,,2235285364.84,能源,能源,石油与天然气的储存和运输,20010410,123907171.0,123907171.0,主板,169,NS
MRCY.O,Mercury Systems,38.360,-1.540,航空航天与国防,,2232165676.44,工业,资本品,航天航空与国防,19980129,58189929.0,58189929.0,Nasdaq Global Select Market,185,MRCY
RLX.N,雾芯科技,1.425,-3.401,烟草,"SEC确定摘牌名单[US],美国中资概念股,明星股[US],中概股指数[US],热门中概股[US]",2230522609.4,日常消费品,食品、饮料与烟草,烟草,20210122,1570790570.0,1570790570.0,主板,169,RLX
AUB.N,Atlantic Union,29.640,0.747,商业银行,,2225389627.02,金融,银行,区域性银行,20230118,75004706.0,75004706.0,主板,169,AUB
TIXT.N,TELUS International,8.095,-0.735,专业服务,,2219400000.0,工业,商业和专业服务,数据处理和外包服务,20210203,274000000.0,274000000.0,主板,169,TIXT
VTYX.O,Ventyx Biosciences,37.580,-0.477,制药,,2213027424.88,医疗保健,制药、生物科技和生命科学,制药,20211021,58888436.0,58888436.0,Nasdaq Global Select Market,185,VTYX
MRTX.O,Mirati Therapeutics,32.350,1.698,生物科技,,2208663188.3,医疗保健,制药、生物科技和生命科学,生物科技,20130715,68273978.0,68273978.0,Nasdaq Capital Market,186,MRTX
HRMY.O,Harmony,36.780,2.309,制药,,2206805333.1,医疗保健,制药、生物科技和生命科学,制药,20200819,60000145.0,60000145.0,Nasdaq Global Market,185,HRMY
DFH.N,Dream Finders Homes,23.700,0.382,家庭耐用消费品,,2204803999.36,非日常生活消费品,耐用消费品与服装,住宅建筑,20221010,93108277.0,93108277.0,主板,169,DFH
DNUT.O,Krispy Kreme,13.100,-0.607,日常消费品分销和零售,,2203420000.0,日常消费品,日常消费品分销和零售,食品零售,20210701,168200000.0,168200000.0,Nasdaq Global Select Market,185,DNUT
VCTR.O,Victory Capital,33.460,0.240,资本市场,,2200581085.36,金融,金融服务,资产管理与托管银行,20180208,65767516.0,65767516.0,Nasdaq Global Select Market,185,VCTR
INDB.O,美国独立银行,49.830,-0.020,商业银行,,2199268028.43,金融,银行,区域性银行,19860516,44135421.0,44135421.0,Nasdaq Global Select Market,185,INDB
PD.N,PagerDuty,23.560,-0.967,软件,,2197480832.4,信息技术,软件与服务,系统软件,20190411,93311288.0,93311288.0,主板,169,PD
NHI.N,National Health,50.550,0.337,多元化REIT,,2195669757.78,房地产,房地产投资信托（REITs）,多样化房地产投资信托,19911011,43409841.0,43409841.0,主板,169,NHI
PAX.O,Patria Investments,14.900,-0.268,资本市场,,2193174657.0,金融,金融服务,资产管理与托管银行,20210122,147192930.0,147192930.0,Nasdaq Global Select Market,185,PAX
TRMD.O,Torm,25.940,0.699,海上运输,英国概念[US],2189214574.86,工业,运输,海上运输,20180223,84395319.0,84395319.0,Nasdaq Global Select Market,185,TRMD
FCPT.N,四角财产信托,24.170,0.041,零售REIT,,2188976497.82,房地产,房地产投资信托（REITs）,零售REIT,20151110,90565846.0,90565846.0,主板,169,FCPT
LAUR.O,Laureate Education,13.920,0.288,综合消费者服务,,2188507968.0,非日常生活消费品,消费者服务,教育服务,20170201,157220400.0,157220400.0,Nasdaq Global Select Market,185,LAUR
ITCL.N,Banco Itau Chile,3.292,4.658,商业银行,,2187388892.4394,金融,银行,区域性银行,20041101,649076822.6823,649076822.6823,主板,169,ITCL
RUM.O,Rumble,5.650,-4.722,信息技术服务,SPAC（特殊目的收购公司）[US],2180469249.65,信息技术,软件与服务,互联网服务和基础设施,20210414,385923761.0,385923761.0,Nasdaq Global Market,185,RUM
ARCO.N,Arcos Dorados,10.235,-1.635,酒店、餐馆与休闲,餐饮连锁[US],2178622037.13,非日常生活消费品,消费者服务,餐馆,20110414,212964031.0,212964031.0,主板,169,ARCO
USAC.N,USA Compression,22.190,-0.225,能源设备与服务,,2177850584.96,能源,能源,石油天然气设备与服务,20130115,98278456.0,98278456.0,主板,169,USAC
IDCC.O,交叉指型科技,82.460,-0.012,通信设备,,2177529136.16,信息技术,技术硬件与设备,通信设备,19811112,26407096.0,26407096.0,Nasdaq Global Select Market,185,IDCC
AKO.B.N,Andina饮料存托 B,13.890,1.250,饮料,,2172379536.1795,日常消费品,食品、饮料与烟草,软饮料与不含酒精饮料,19970407,157761767.3333,157761767.3333,主板,169,AKO.B
JAMF.O,Jamf Holding,17.320,0.058,软件,,2172090877.28,信息技术,软件与服务,应用软件,20200722,125409404.0,125409404.0,Nasdaq Global Select Market,185,JAMF
PAYO.O,Payoneer Global,6.030,0.333,软件,,2165803505.82,信息技术,软件与服务,应用软件,20210628,359171394.0,359171394.0,Nasdaq Global Market,185,PAYO
FSR.N,Fisker,6.315,-3.957,汽车,新能源汽车[US],2165517642.96,非日常生活消费品,汽车与汽车零部件,汽车制造商,20181002,343188216.0,343188216.0,主板,169,FSR
MTRN.N,Materion,104.670,-0.437,金属与采矿,,2161700400.5,原材料,原材料,贵重金属与矿石,19720921,20636758.0,20636758.0,主板,169,MTRN
DAN.N,达纳,14.975,-0.200,汽车零部件,,2160722015.76,非日常生活消费品,汽车与汽车零部件,汽车零件与设备,20080201,144336808.0,144336808.0,主板,169,DAN
HPK.O,HighPeak Energy,16.840,2.558,石油、天然气与消费用燃料,,2159240343.32,能源,能源,石油与天然气的炼制和营销,20200824,128220923.0,128220923.0,Nasdaq Global Select Market,185,HPK
RXO.N,RXO,18.415,-1.022,地面运输,,2153645763.08,工业,运输,地面货运,20221101,116982388.0,116982388.0,主板,169,RXO
CRGY.N,Crescent Energy,12.085,-3.283,石油、天然气与消费用燃料,,2150323641.92,能源,能源,石油与天然气的勘探与生产,20211208,178006924.0,178006924.0,主板,169,CRGY
SFNC.O,西蒙斯第一国民银行,17.010,-0.701,商业银行,,2147709594.87,金融,银行,区域性银行,19850315,126261587.0,126261587.0,Nasdaq Global Select Market,185,SFNC
VIAV.O,Viavi Solutions,9.670,-1.024,通信设备,,2141861388.3,信息技术,技术硬件与设备,通信设备,19931119,221495490.0,221495490.0,Nasdaq Global Select Market,185,VIAV
AIR.N,AAR,61.075,-1.150,航空航天与国防,"航空租赁[US],军工[US]",2135359689.67,工业,资本品,航天航空与国防,19801117,34988689.0,34988689.0,主板,169,AIR
ROCK.O,直布罗陀工业,70.170,0.343,建筑产品,,2134828011.69,工业,资本品,建筑产品,19931105,30423657.0,30423657.0,Nasdaq Global Select Market,185,ROCK
LZ.O,Legalzoom.com,10.340,0.194,专业服务,,2133780164.12,工业,商业和专业服务,调查和咨询服务,20210630,206361718.0,206361718.0,Nasdaq Global Select Market,185,LZ
GFF.N,格里丰,39.050,0.231,建筑产品,,2131737075.84,工业,资本品,建筑产品,19930203,54603921.0,54603921.0,主板,169,GFF
LTRPB.O,Liberty Holdings B,27.830,3.036,互动媒体与服务,互联网板块,2130647935.02,通讯业务,媒体与娱乐,互动媒体与服务,20140827,76559394.0,76559394.0,Nasdaq Global Select Market,185,LTRPB
PPBI.O,太平洋第一合众银行,22.160,0.636,商业银行,,2125172010.24,金融,银行,区域性银行,19970630,95901264.0,95901264.0,Nasdaq Global Select Market,185,PPBI
DOCN.N,DigitalOcean,23.900,-0.665,信息技术服务,,2122572962.51,信息技术,软件与服务,互联网服务和基础设施,20210324,88847759.0,88847759.0,主板,169,DOCN
TR.N,宝贝卷糖业,30.350,-1.366,食品,,2121354265.86,日常消费品,食品、饮料与烟草,包装食品与肉类,19220224,69942442.0,69942442.0,主板,169,TR
GPOR.N,格尔夫波特能源,113.650,-1.218,石油、天然气与消费用燃料,,2121146131.28,能源,能源,石油与天然气的勘探与生产,20210518,18678638.0,18678638.0,主板,169,GPOR
CNK.N,喜满客影城,17.405,3.018,娱乐,,2117640801.9,通讯业务,媒体与娱乐,电影和娱乐,20070424,121633590.0,121633590.0,主板,169,CNK
ENVX.O,Enovix,13.170,-1.496,电子设备、仪器和元件,,2108871786.63,信息技术,技术硬件与设备,电子元件,20210105,160126939.0,160126939.0,Nasdaq Capital Market,186,ENVX
BVN.N,布埃纳文图拉开采,8.320,-4.263,金属与采矿,,2108373228.9,原材料,原材料,多种金属与采矿,19960515,253715190.0,253715190.0,主板,169,BVN
XPEL.O,XPEL,76.270,0.806,汽车零部件,,2106801938.88,非日常生活消费品,汽车与汽车零部件,汽车零件与设备,20190719,27622944.0,27622944.0,Nasdaq Capital Market,186,XPEL
OPEN.O,Opendoor,3.190,0.000,房地产管理和开发,房地产服务[US],2102832710.33,房地产,房地产管理和开发,房地产服务,20201221,659195207.0,659195207.0,Nasdaq Global Select Market,185,OPEN
BRFS.N,BRF,1.940,-0.510,食品,,2102619610.65,日常消费品,食品、饮料与烟草,包装食品与肉类,20001020,1078266467.0,1078266467.0,主板,169,BRFS
PRFT.O,Perficient,60.320,0.483,信息技术服务,,2100034647.36,信息技术,软件与服务,信息科技咨询与其它服务,19990728,34814898.0,34814898.0,Nasdaq Global Select Market,185,PRFT
WLY.N,约翰威立 A,37.910,1.718,媒体,,2092406925.4,通讯业务,媒体与娱乐,出版,19950712,55208626.0,55208626.0,主板,169,WLY
DOOR.N,美森特,95.060,0.032,建筑产品,,2090105720.71,工业,资本品,建筑产品,20130909,22003429.0,22003429.0,主板,169,DOOR
BMBL.O,Bumble,15.280,0.066,软件,,2085984099.52,信息技术,软件与服务,应用软件,20210211,136517284.0,136517284.0,Nasdaq Global Select Market,185,BMBL
NAVI.O,Navient,17.110,-0.349,消费信贷,,2080607893.04,金融,金融服务,消费信贷,20140417,121601864.0,121601864.0,Nasdaq Global Select Market,185,NAVI
EQC.N,Equity Commonwealth,18.970,0.159,多元化REIT,,2080489464.72,房地产,房地产投资信托（REITs）,多样化房地产投资信托,20100701,109730457.0,109730457.0,主板,169,EQC
ADX.N,Adams Diversified,17.225,-0.232,资本市场,,2080361803.8,金融,金融服务,资产管理与托管银行,19800317,120810790.0,120810790.0,主板,169,ADX
FULT.O,富尔顿金融,12.620,-0.158,商业银行,,2070048604.96,金融,银行,区域性银行,19850906,164029208.0,164029208.0,Nasdaq Global Select Market,185,FULT
FORG.N,ForgeRock,,,软件,,2069176211.63,信息技术,软件与服务,应用软件,20210916,89150203.0,89150203.0,主板,169,FORG
GTX.O,Garrett Motion,7.990,0.251,汽车零部件,,2067818056.42,非日常生活消费品,汽车与汽车零部件,汽车零件与设备,20210503,258800758.0,258800758.0,Nasdaq Global Select Market,185,GTX
PARR.N,Par Pacific,33.770,-1.401,石油、天然气与消费用燃料,,2062844340.96,能源,能源,石油与天然气的炼制和营销,20180220,61067032.0,61067032.0,主板,169,PARR
INSW.N,International航道,42.110,-1.313,石油、天然气与消费用燃料,,2057763642.81,能源,能源,石油与天然气的储存和运输,20161201,48889609.0,48889609.0,主板,169,INSW
ATRC.O,AtriCure,43.410,-0.115,医疗保健设备与用品,,2055459115.59,医疗保健,医疗保健设备与服务,医疗保健设备,20050805,47349899.0,47349899.0,Nasdaq Global Market,185,ATRC
TROX.N,Tronox控股,13.050,-2.757,化学制品,,2046067622.55,原材料,原材料,特种化学制品,20120618,156786791.0,156786791.0,主板,169,TROX
FA.O,First Advantage,14.090,-0.071,专业服务,,2045708430.75,工业,商业和专业服务,人力资源与就业服务,20210623,145188675.0,145188675.0,Nasdaq Global Select Market,185,FA
WLYB.N,约翰威立 B,,0.000,媒体,,2042167075.74,通讯业务,媒体与娱乐,出版,19820917,55208626.0,55208626.0,主板,169,WLYB
SJW.N,SJW,64.220,-0.481,水公用事业,,2039565498.6,公用事业,公用事业,水公用事业,20051114,31768933.0,31768933.0,主板,169,SJW
GDS.O,万国数据,10.660,-2.470,信息技术服务,"数据中心[US],SEC确定摘牌名单[US],中概股指数[US],回港中概股[US],热门中概股[US],美国中资概念股",2031306960.5075,信息技术,软件与服务,互联网服务和基础设施,20161102,190554123.875,190554123.875,Nasdaq Global Market,185,GDS
RCKT.O,Rocket制药,22.980,-0.863,生物科技,,2030007952.38,医疗保健,制药、生物科技和生命科学,生物科技,20150218,88338031.0,88338031.0,Nasdaq Global Market,185,RCKT
CARG.O,CarGurus,17.880,0.112,信息技术服务,,2029347708.72,信息技术,软件与服务,互联网服务和基础设施,20171012,113498194.0,113498194.0,Nasdaq Global Select Market,185,CARG
EGO.N,埃尔拉多黄金,10.005,-1.283,金属与采矿,黄金[US],2028508360.0,原材料,原材料,黄金,20091020,202850836.0,202850836.0,主板,169,EGO
ALG.N,阿拉莫,168.490,-1.189,机械制造,,2026537064.36,工业,资本品,建筑机械和重型运输设备,19930319,12010532.0,12010532.0,主板,169,ALG
TALO.N,Talos Energy,16.330,-0.061,石油、天然气与消费用燃料,,2025833908.45,能源,能源,综合性石油与天然气企业,20180510,124055965.0,124055965.0,主板,169,TALO
NTCT.O,网侦系统,28.030,0.071,通信设备,,2022319343.67,信息技术,技术硬件与设备,通信设备,19990812,72148389.0,72148389.0,Nasdaq Global Select Market,185,NTCT
MWA.N,Mueller Water Products,12.925,-0.386,机械制造,,2021792078.6,工业,资本品,工业机械和用品及零部件,20060526,156485455.0,156485455.0,主板,169,MWA
TDS.N,电话和数据系统,17.910,4.191,无线电信业务,,2018362830.0,通讯业务,电信业务,无线电信业务,19811218,112757700.0,112757700.0,主板,169,TDS
FUN.N,雪松娱乐,39.440,0.025,酒店、餐馆与休闲,,2016032658.36,非日常生活消费品,消费者服务,休闲设施,19870424,51064657.0,51064657.0,主板,169,FUN
BOH.N,夏威夷银行,50.770,0.915,金融服务,,2015383785.96,金融,金融服务,综合金融服务,19910424,39727652.0,39727652.0,主板,169,BOH
TRN.N,Trinity Industries,24.610,2.415,机械制造,,2013597354.6,工业,资本品,建筑机械和重型运输设备,19720628,81853551.0,81853551.0,主板,169,TRN
KMT.N,肯纳金属,25.120,-0.436,机械制造,,2010412137.79,工业,资本品,工业机械和用品及零部件,19670123,80000483.0,80000483.0,主板,169,KMT
STAA.O,斯达外科手术,41.340,-1.595,医疗保健设备与用品,,2004985535.28,医疗保健,医疗保健设备与服务,医疗保健用品,19901026,48499892.0,48499892.0,Nasdaq Global Market,185,STAA
LGF.A.N,狮门娱乐A,8.560,-2.179,娱乐,,2002607514.28,通讯业务,媒体与娱乐,电影和娱乐,20161209,234772276.0,234772276.0,主板,169,LGF.A
RNW.O,ReNew Energy Global,5.800,-0.172,独立电力生产商与能源贸易商,英国概念[US],2001158879.4,公用事业,公用事业,新能源发电业者,20210201,345027393.0,345027393.0,Nasdaq Capital Market,186,RNW
RAMP.N,LiveRamp,30.180,1.685,信息技术服务,,1997610095.52,信息技术,软件与服务,信息科技咨询与其它服务,20181002,66189864.0,66189864.0,主板,169,RAMP
CTRE.N,房地产投资信托基金,20.040,0.452,医疗保健REIT,,1991515205.68,房地产,房地产投资信托（REITs）,医疗保健REIT,20220523,99476284.0,99476284.0,主板,169,CTRE
CRCT.O,Cricut,9.030,-1.954,专营零售,,1985067888.93,非日常生活消费品,非必需消费品分销和零售,其他专卖店,20210325,219830331.0,219830331.0,Nasdaq Global Select Market,185,CRCT
GRBK.N,Green Brick,43.650,0.276,家庭耐用消费品,,1979404237.68,非日常生活消费品,耐用消费品与服装,住宅建筑,20211213,45378364.0,45378364.0,主板,169,GRBK
AMK.N,AssetMark金融控股,26.610,-0.188,金融服务,,1976112698.13,金融,金融服务,综合金融服务,20190718,74262033.0,74262033.0,主板,169,AMK
OSIS.O,OSI系统,117.580,0.453,电子设备、仪器和元件,电子元件[US],1975257696.28,信息技术,技术硬件与设备,电子元件,19971002,16799266.0,16799266.0,Nasdaq Global Select Market,185,OSIS
PAY.N,Paymentus Holdings,15.900,1.530,金融服务,,1967578928.01,金融,金融服务,交易与支付处理服务,20210526,123514057.0,123514057.0,主板,169,PAY
SNEX.O,StoneX,94.540,-0.537,资本市场,金融板块,1965936988.56,金融,金融服务,投资银行业与经纪业,19950213,20794764.0,20794764.0,Nasdaq Global Select Market,185,SNEX
HURN.O,休伦咨询,103.140,0.733,专业服务,,1962155266.02,工业,商业和专业服务,调查和咨询服务,20041013,19024193.0,19024193.0,Nasdaq Global Select Market,185,HURN
EPC.N,Edgewell个人护理用品,38.525,-2.035,个人护理用品,,1956765922.41,日常消费品,家庭与个人用品,个人护理用品,20000331,50811891.0,50811891.0,主板,169,EPC
SIX.N,六旗娱乐,23.405,-1.969,酒店、餐馆与休闲,,1954360792.8,非日常生活消费品,消费者服务,休闲设施,20100621,83519692.0,83519692.0,主板,169,SIX
CPK.N,切萨皮克气业,25.240,0.000,燃气公用事业,,1949988911.37,公用事业,公用事业,燃气公用事业,19930104,17796741.0,17796741.0,主板,169,CPK
CRNX.O,Crinetics制药,29.390,2.655,制药,,1943507739.22,医疗保健,制药、生物科技和生命科学,制药,20180718,66128198.0,66128198.0,Nasdaq Global Select Market,185,CRNX
BBUC.N,Brookfield Business,19.570,-1.008,工业集团企业,,1942180627.76,工业,资本品,工业集团企业,20220315,98889034.0,98889034.0,主板,169,BBUC
BEAM.O,Beam Therapeutics,24.500,0.782,生物科技,基因编辑[US],1940387774.5,医疗保健,制药、生物科技和生命科学,生物科技,20200206,79199501.0,79199501.0,Nasdaq Global Select Market,185,BEAM
IAS.O,Integral Ad Science,12.380,1.061,互动媒体与服务,,1939329005.56,通讯业务,媒体与娱乐,互动媒体与服务,20210630,156650162.0,156650162.0,Nasdaq Global Select Market,185,IAS
NVCR.O,Novocure,18.180,-3.401,医疗保健设备与用品,,1938276589.32,医疗保健,医疗保健设备与服务,医疗保健设备,20151002,106615874.0,106615874.0,Nasdaq Global Select Market,185,NVCR
UE.N,Urban Edge,16.475,-0.182,零售REIT,,1937524244.94,房地产,房地产投资信托（REITs）,零售REIT,20150115,117639602.0,117639602.0,主板,169,UE
EE.N,Excelerate Energy,17.890,-0.501,燃气公用事业,,1937049696.84,公用事业,公用事业,燃气公用事业,20220413,108275556.0,108275556.0,主板,169,EE
ENLT.O,Enlight Renewable,16.460,0.305,独立电力生产商与能源贸易商,次新上市股[US],1936121277.02,公用事业,公用事业,新能源发电业者,20230210,117625837.0,117625837.0,Nasdaq Global Select Market,185,ENLT
PTCT.O,Ptc Therapeutics,25.680,5.766,生物科技,,1934858341.68,医疗保健,制药、生物科技和生命科学,生物科技,20130620,75344951.0,75344951.0,Nasdaq Global Select Market,185,PTCT
RIOT.O,Riot Platforms,10.440,-4.483,专业服务,区块链[US],1934592875.64,工业,商业和专业服务,数据处理和外包服务,20070828,185305831.0,185305831.0,Nasdaq Capital Market,186,RIOT
CHPT.N,ChargePoint,5.370,0.000,专营零售,充电桩[US],1933489904.82,非日常生活消费品,非必需消费品分销和零售,汽车零售,20190916,360053986.0,360053986.0,主板,169,CHPT
UEC.A,Uranium Energy,5.070,-4.851,石油、天然气与消费用燃料,金属铀[US],1925403204.0,能源,能源,煤与消费用燃料,20070928,377530040.0,377530040.0,主板,170,UEC
DK.N,Delek Us控股,29.700,-1.689,石油、天然气与消费用燃料,,1924443866.66,能源,能源,石油与天然气的炼制和营销,20060504,64817914.0,64817914.0,主板,169,DK
PJT.N,Pjt Partners,79.590,-0.075,资本市场,,1924374136.14,金融,金融服务,资产管理与托管银行,20151001,24193791.0,24193791.0,主板,169,PJT
AROC.N,Archrock,12.290,-1.445,能源设备与服务,,1921814793.28,能源,能源,石油天然气设备与服务,20070821,156499576.0,156499576.0,主板,169,AROC
LRN.N,Stride,44.590,-0.313,综合消费者服务,教育服务板块,1917050512.65,非日常生活消费品,消费者服务,教育服务,20081231,42992835.0,42992835.0,主板,169,LRN
LAZR.O,Luminar Technologies,4.910,-1.008,汽车零部件,激光雷达[US],1916764965.3,非日常生活消费品,汽车与汽车零部件,汽车零件与设备,20190325,390379830.0,390379830.0,Nasdaq Capital Market,186,LAZR
SHO.N,太阳石酒店投资,9.235,-0.431,酒店及度假村REIT,,1914386544.84,房地产,房地产投资信托（REITs）,酒店及度假村REIT,20041021,207184691.0,207184691.0,主板,169,SHO
RES.N,RPC,8.830,-0.451,能源设备与服务,,1910891240.42,能源,能源,石油天然气设备与服务,19840611,216408974.0,216408974.0,主板,169,RES
TV.N,墨西哥电视,3.410,1.488,媒体,,1910473193.1625,通讯业务,媒体与娱乐,有线和卫星电视,19931214,560256068.3761,560256068.3761,主板,169,TV
TMDX.O,TransMedics Group,58.530,-0.679,医疗保健技术,,1909856492.58,医疗保健,医疗保健设备与服务,医疗保健技术,20190502,32630386.0,32630386.0,Nasdaq Global Market,185,TMDX
LVWR.N,LiveWire Group,9.270,-4.370,汽车,SPAC（特殊目的收购公司）[US],1905935727.68,非日常生活消费品,汽车与汽车零部件,汽车制造商,20201123,202543648.0,202543648.0,主板,169,LVWR
HTH.N,希尔托普控股,29.280,1.106,商业银行,,1904586302.08,金融,银行,区域性银行,20040212,65091808.0,65091808.0,主板,169,HTH
