isin,euronext_code,证券名称,degiro_symbol,证券代码,category,currency,exchangeId,exchange_degiro,exchange_mic_code,exchange_name,market,isShortable,feedQuality,feedQualitySecondary,icb_industry,full_symbol,isin_tv,logoid,type,Value.Traded,market_cap_basic,fundamental_currency_code,sector,industry,is_primary,exchange,country,currency_id,forex_rate,总市值,成交额,换手率,地区,is_primary_listing,primary_symbol,ticker_title,code,correct_industry,名称翻译,en_name,dr_name,一级行业,二级行业,三级行业,市场,异动值,exchange_code,trade_currency,最新价,涨跌幅,last_traded_at,close_price,trading_date
FR0014003VY4,FR0014003VY4-XPAR,HDF PROMESSES,HDF,HDF,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Alternative Electricity,EURONEXT:HDF,FR0014003VY4,,stock,6676.41,104893146.7391,USD,Utilities,Alternative Power Generation,True,EURONEXT,France,EUR,1.07119,1.048931467391,7.1517036279e-05,0.0001,欧洲,True,EURONEXT:HDF,HYDROGENE DE FRANCE,,,,HDF PROMESSES,,公用事业,电力,新能源发电,法国,6.27780990183425e-05,XPAR,EUR,6.73,-0.74,15:31 CEST26 Apr 2024,6.78,25 Apr 2024
FR0004165801,FR0004165801-XPAR,Les Hotels de Paris,HDP,HDP,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Hotels and Motels,EURONEXT:HDP,FR0004165801,les-hotels-de-paris,stock,120.8,22821162.5862,USD,Consumer Services,Hotels/Resorts/Cruise lines,True,EURONEXT,France,EUR,1.07119,0.228211625862,1.29399752e-06,0.0,欧洲,True,EURONEXT:HDP,HOTELS DE PARIS,,,,Les Hotels de Paris,,消费,可选消费,酒店,法国,5.066088181793184e-06,XPAR,EUR,3.02,4.86,11:30 CEST26 Apr 2024,2.88,25 Apr 2024
NL0000009165,NL0000009165-XAMS,喜力,HEIA,HEIA,A,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,True,R,CX,Brewers,EURONEXT:HEIA,NL0000009165,heineken,stock,14978796.0,56286308750.9861,USD,Consumer Non-Durables,Beverages: Alcoholic,True,EURONEXT,Netherlands,EUR,1.07119,562.863087509861,0.1604513648724,0.0003,欧洲,True,EURONEXT:HEIA,HEINEKEN,,,喜力,Heineken,喜力,消费,食品饮料,酒,荷兰,0.0074428475466983,XAMS,EUR,92.10,-0.75,15:33 CEST26 Apr 2024,92.80,25 Apr 2024
NL0009269109,NL0009269109-XAMS,Heijmans,HEIJM,HEIJM,C,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,CX,Construction,EURONEXT:HEIJM,NL0009269109,heijmans,dr,810082.2600000001,488042612.8215,USD,Industrial Services,Engineering & Construction,True,EURONEXT,Netherlands,EUR,1.07119,4.880426128215,0.008677520160894,0.0018,欧洲,False,EURONEXT:HEIJM,KONINKLIJKE HEIJMANS N.V.,,,,Heijmans,,制造业,建筑业,建筑工程,荷兰,0.0063929634454218,XAMS,EUR,17.40,2.59,15:29 CEST26 Apr 2024,16.96,25 Apr 2024
NL0000008977,NL0000008977-XAMS,喜力控股,HEIO,HEIO,A,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,CX,Brewers,EURONEXT:HEIO,NL0000008977,heineken,stock,1261525.4,23783015450.2919,USD,Consumer Non-Durables,Beverages: Alcoholic,True,EURONEXT,Netherlands,EUR,1.07119,237.83015450291904,0.01351333393226,0.0001,欧洲,True,EURONEXT:HEIO,HEINEKEN HOLDING,,,喜力控股,Heineken Holding,喜力,消费,食品饮料,酒,荷兰,0.000367818154279,XAMS,EUR,76.70,-0.45,15:32 CEST26 Apr 2024,77.05,25 Apr 2024
IT0001250932,IT0001250932-MTAA,HERA,HER,HER,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Multi-utilities,MIL:HER,IT0001250932,hera,stock,4652827.57,5328230921.967,USD,Utilities,Electric Utilities,True,MIL,Italy,EUR,1.07119,53.28230921967,0.049840623647083,0.0009,欧洲,True,MIL:HER,HERA,,,,HERA,,公用事业,电力,电力公司,意大利,0.0027861185071299,MTAA,EUR,3.366,-0.88,15:33 CEST26 Apr 2024,3.396,25 Apr 2024
FR0000121329,FR0000121329-XPAR,Thales,HO,HO,A,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Defense,EURONEXT:HO,FR0000121329,thales,stock,6508847.899999999,35251782424.2755,USD,Electronic Technology,Aerospace & Defense,True,EURONEXT,France,EUR,1.07119,352.51782424275495,0.06972212782001,0.0002,欧洲,True,EURONEXT:HO,THALES,,,Thales,Thales,Thales,制造业,机械,航空航天与国防,法国,7.516715090104293e-06,XPAR,EUR,157.30,0.41,15:33 CEST26 Apr 2024,156.65,25 Apr 2024
NL0000440311,NL0000440311-XAMS,Holland Colours,HOLCO,HOLCO,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,,Chemicals: Diversified,EURONEXT:HOLCO,NL0000440311,holland-colours,stock,950.0,87675252.9842,USD,Process Industries,Chemicals: Specialty,True,EURONEXT,Netherlands,EUR,1.07119,0.876752529842,1.0176305e-05,0.0,欧洲,True,EURONEXT:HOLCO,HOLLAND COLOURS,,,,Holland Colours,,制造业,化工,特殊化学品,荷兰,0.0,XAMS,EUR,95.00,0,09:45 CEST26 Apr 2024,95.00,25 Apr 2024
BE0974409410,BE0974409410-XBRU,HOME INVEST BE.,HOMI,HOMI,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Residential REITs,EURONEXT:HOMI,BE0974409410,home-invest-belgium,fund,45513.52,343980618.3077,USD,Finance,Real Estate Investment Trusts,True,EURONEXT,Belgium,EUR,1.07119,3.4398061830769997,0.0004875362748879,0.0001,欧洲,,,,,,,HOME INVEST BE.,,金融,房地产,房地产投资信托,比利时,2.5571635665670945e-05,XBRU,EUR,16.36,0.49,14:30 CEST26 Apr 2024,16.28,25 Apr 2024
NL0009391242,NL0009391242-XAMS,Hydratec Industries,HYDRA,HYDRA,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,,Machinery: Agricultural,EURONEXT:HYDRA,NL0009391242,hydratec-gewone-aandelen,stock,14300.0,198987262.7459,USD,Producer Manufacturing,Miscellaneous Manufacturing,True,EURONEXT,Netherlands,EUR,1.07119,1.989872627459,0.00015318017,0.0001,欧洲,True,EURONEXT:HYDRA,HYDRATEC GEWONE AANDELEN,,,,Hydratec Industries,,制造业,机械,综合制造,荷兰,0.0,XAMS,EUR,143.00,0,11:30 CEST26 Apr 2024,143.00,25 Apr 2024
BE0974363955,BE0974363955-XBRU,Hyloris Pharmaceuticals SA,HYL,HYL,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Biotechnology,EURONEXT:HYL,BE0974363955,hyloris,stock,25346.4,355926623.8607,USD,Health Technology,Pharmaceuticals: Major,True,EURONEXT,Belgium,EUR,1.07119,3.559266238607,0.00027150810216,0.0001,欧洲,True,EURONEXT:HYL,HYLORIS,,,,Hyloris Pharmaceuticals SA,,医药,制药,主要制药,比利时,1.077683516647309e-05,XBRU,EUR,11.75,-0.84,15:28 CEST26 Apr 2024,11.85,25 Apr 2024
GB00BYN5BY03,GB00BYN5BY03-XBRU,HYBRID SOFTWARE GROUP PLC,GLOG,HYSG,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Software,EURONEXT:HYSG,GB00BYN5BY03,hybrid-software-plc,stock,3258.0,127506899.5622,USD,Technology Services,Packaged Software,True,EURONEXT,United Kingdom,EUR,1.07119,1.275068995622,3.48993702e-05,0.0,欧洲,True,EURONEXT:HYSG,HYBRID SOFTWARE,,,,HYBRID SOFTWARE GROUP PLC,,科技,IT技术,软件开发,比利时,3.0386017205900397e-06,,,,,,,
MA0000011488,MA0000011488-XPAR,Maroc Telecom,IAM,IAM,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Telecommunications Services,EURONEXT:IAM,MA0000011488,itissalat-al-ma-inh-dh,stock,13664.0,8339038893.911699,USD,Communications,Wireless Telecommunications,False,EURONEXT,Morocco,EUR,1.07119,83.39038893911699,0.0001463674016,0.0,欧洲,False,CSEMA:IAM,ITISSALAT AL-MAGHRIB,,,,Maroc Telecom,,科技,通信,电信运营,法国,0.0,XPAR,EUR,8.10,1.25,15:30 CEST26 Apr 2024,8.00,25 Apr 2024
BE0003766806,BE0003766806-XBRU,ION BEAM APPLICATIONS S.A.,IBAB,IBAB,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Medical Equipment,EURONEXT:IBAB,BE0003766806,ion-beam-applications,stock,189967.8,412909644.9939,USD,Health Technology,Medical Specialties,True,EURONEXT,Belgium,EUR,1.07119,4.129096449939,0.00203491607682,0.0005,欧洲,True,EURONEXT:IBAB,ION BEAM APPLICATIONS,,,,ION BEAM APPLICATIONS S.A.,,医药,医疗,医疗器械,比利时,0.0002956618774744,XBRU,EUR,12.86,-0.77,15:30 CEST26 Apr 2024,12.96,25 Apr 2024
PTIBS0AM0008,PTIBS0AM0008-XLIS,Ibersol SGPS,IBS,IBS,D,EUR,560,ELI,XLIS,Euronext Lisbon,portugal,False,R,,Restaurants and Bars,EURONEXT:IBS,PTIBS0AM0008,ibersol-sgps,stock,37401.36,296031229.7364,USD,Consumer Services,Restaurants,True,EURONEXT,Portugal,EUR,1.07119,2.960312297364,0.000400639628184,0.0001,欧洲,True,EURONEXT:IBS,IBERSOL-SGPS,,,,Ibersol SGPS,,消费,可选消费,餐厅,葡萄牙,0.0,,,,,,,
FR0000035081,FR0000035081-XPAR,Icade,ICAD,ICAD,B,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,CX,Office REITs,EURONEXT:ICAD,FR0000035081,icade,fund,1521702.94,1986005956.9485,USD,Finance,Real Estate Development,True,EURONEXT,France,EUR,1.07119,19.860059569485,0.016300329722986,0.0008,欧洲,,,,,,,Icade,,金融,房地产,房地产开发,法国,0.0092963041881635,XPAR,EUR,25.18,2.94,15:33 CEST26 Apr 2024,24.46,25 Apr 2024
IT0005455875,IT0005455875-MTAA,INTERCOS,ICOS,ICOS,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Cosmetics,MIL:ICOS,IT0005455875,intercos,stock,319199.46,1356782598.2138,USD,Consumer Non-Durables,Household/Personal Care,True,MIL,Italy,EUR,1.07119,13.567825982138,0.003419232695574,0.0003,欧洲,True,MIL:ICOS,INTERCOS,,,,INTERCOS,,消费,日常消费,个人护理,意大利,0.0001759481941008,MTAA,EUR,13.08,-0.46,15:24 CEST26 Apr 2024,13.14,25 Apr 2024
IT0005543480,IT0005543480-MTAA,ITALIAN DESIGN,IDB,IDB,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Household Furnishings,MIL:IDB,IT0005543480,,stock,154457.28,298080803.3,USD,Consumer Durables,Home Furnishings,True,MIL,Italy,EUR,1.07119,2.980808033,0.001654530937632,0.0006,欧洲,True,MIL:IDB,ITALIAN DESIGN BRANDS,,,,ITALIAN DESIGN,,消费,可选消费,家居摆设,意大利,0.0015708356472581,MTAA,EUR,10.62,2.91,15:13 CEST26 Apr 2024,10.32,25 Apr 2024
FR0000051393,FR0000051393-XPAR,IDI S.C.A.,IDIP,IDIP,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Closed End Investments,EURONEXT:IDIP,FR0000051393,idi,stock,27750.0,573345103.8226,USD,Finance,Investment Managers,True,EURONEXT,France,EUR,1.07119,5.733451038226,0.000297255225,0.0001,欧洲,True,EURONEXT:IDIP,IDI,,,,IDI S.C.A.,,金融,资产管理,投资经理,法国,3.11386483690764e-05,XPAR,EUR,75.00,0.81,13:54 CEST26 Apr 2024,74.40,25 Apr 2024
FR0010929125,FR0010929125-XPAR,ID Logistics SAS,IDL,IDL,C,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Delivery Services,EURONEXT:IDL,FR0010929125,id-logistics-group,stock,531908.0,2263598986.1919003,USD,Transportation,Air Freight/Couriers,True,EURONEXT,France,EUR,1.07119,22.635989861919004,0.0056977453052,0.0003,欧洲,True,EURONEXT:IDL,ID LOGISTICS,,,,ID Logistics SAS,,制造业,运输,物流,法国,0.000353540297992,XPAR,EUR,342.50,0.15,15:31 CEST26 Apr 2024,342.00,25 Apr 2024
IT0003411417,IT0003411417-MTAA,Italian Exhibition Group,IEG,IEG,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Recreational Services,MIL:IEG,IT0003411417,,stock,7035.000000000001,155607696.317,USD,Commercial Services,Miscellaneous Commercial Services,True,MIL,Italy,EUR,1.07119,1.55607696317,7.535821650000002e-05,0.0,欧洲,True,MIL:IEG,ITALIAN EXHIBITION,,,,Italian Exhibition Group,,消费,商业服务,综合商业,意大利,1.1192775960640648e-06,MTAA,EUR,4.69,-0.21,10:41 CEST26 Apr 2024,4.70,25 Apr 2024
BE0003748622,BE0003748622-XBRU,Iep Invest,IEP,IEP,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Real Estate Holding and Development,EURONEXT:IEP,BE0003748622,iep-invest,stock,1898.4,53848131.5449,USD,Finance,Real Estate Development,True,EURONEXT,Belgium,EUR,1.07119,0.538481315449,2.0335470960000003e-05,0.0,欧洲,True,EURONEXT:IEP,IEP INVEST,,,,Iep Invest,,金融,房地产,房地产开发,比利时,4.976940888264247e-06,XBRU,EUR,5.75,0.88,15:23 CEST26 Apr 2024,5.70,25 Apr 2024
NL0010556726,NL0010556726-XAMS,IEX Group,IEX,IEX,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,,Food Products,EURONEXT:IEX,NL0010556726,iex-group-n-v,dr,331.96,7390715.2775,USD,Technology Services,Internet Software/Services,True,EURONEXT,Netherlands,EUR,1.07119,0.073907152775,3.555922324e-06,0.0,欧洲,False,EURONEXT:IEX,IEX,,,,IEX Group,,科技,IT技术,互联网,荷兰,1.5742774187461934e-05,XAMS,EUR,1.72,4.88,11:30 CEST26 Apr 2024,1.64,25 Apr 2024
IT0003188064,IT0003188064-MTAA,Banca IFIS,IF,IF,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Mortgage Finance,MIL:IF,IT0003188064,banca-ifis,stock,2729064.7800000003,1174449842.892,USD,Finance,Regional Banks,True,MIL,Italy,EUR,1.07119,11.74449842892,0.029233469016882,0.0025,欧洲,True,MIL:IF,BANCA IFIS,,,,Banca IFIS,,金融,银行,地区银行,意大利,0.0080189487041469,MTAA,EUR,20.78,1.46,15:32 CEST26 Apr 2024,20.48,25 Apr 2024
IT0005211237,IT0005211237-MTAA,Italgas,IG,IG,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Gas Distribution,MIL:IG,IT0005211237,italgas,stock,5478487.875,4455524382.6764,USD,Utilities,Gas Distributors,True,MIL,Italy,EUR,1.07119,44.555243826764,0.0586850142682125,0.0013,欧洲,True,MIL:IG,ITALGAS,,,,Italgas,,公用事业,燃气,燃气,意大利,0.0059418620261634,MTAA,EUR,5.20,1.56,15:33 CEST26 Apr 2024,5.12,25 Apr 2024
IT0005322612,IT0005322612-MTAA,Immobiliare Grande Distribuzione SIIQ,IGD,IGD,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Retail REITs,MIL:IGD,IT0005322612,igd,fund,929877.784,182990374.0568,USD,Finance,Real Estate Development,True,MIL,Italy,EUR,1.07119,1.829903740568,0.0099607578344296,0.0054,欧洲,,,,,,,Immobiliare Grande Distribuzione SIIQ,,金融,房地产,房地产开发,意大利,0.0260221801695324,MTAA,EUR,1.63,5.43,15:33 CEST26 Apr 2024,1.546,25 Apr 2024
IT0005108219,IT0005108219-MTAA,I Grandi Viaggi,IGV,IGV,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Travel and Tourism,MIL:IGV,IT0005108219,i-grandi-viaggi-spa,stock,56838.011999999995,41050361.4293,USD,Consumer Services,Hotels/Resorts/Cruise lines,True,MIL,Italy,EUR,1.07119,0.410503614293,0.0006088431007428,0.0015,欧洲,True,MIL:IGV,I GRANDI VIAGGI,,,,I Grandi Viaggi,,消费,可选消费,酒店,意大利,0.000695223478437,MTAA,EUR,0.822,2.24,13:14 CEST26 Apr 2024,0.804,25 Apr 2024
IT0005359192,IT0005359192-MTAA,illimity Bank,ILTY,ILTY,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Banks,MIL:ILTY,IT0005359192,illimity-bank,stock,3553044.105,432653547.7266,USD,Finance,Regional Banks,True,MIL,Italy,EUR,1.07119,4.326535477266,0.0380598531483495,0.0088,欧洲,True,MIL:ILTY,ILLIMITY BANK,,,,illimity Bank,,金融,银行,地区银行,意大利,0.1005488122101766,MTAA,EUR,5.13,6.61,15:33 CEST26 Apr 2024,4.812,25 Apr 2024
NL0010801007,NL0010801007-XAMS,IMCD,IMCD,IMCD,A,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,True,R,,Specialty Chemicals,EURONEXT:IMCD,NL0010801007,imcd,stock,44456875.7,9094112406.965,USD,Process Industries,Chemicals: Major Diversified,True,EURONEXT,Netherlands,EUR,1.07119,90.94112406965,0.4762176068108301,0.0052,欧洲,True,EURONEXT:IMCD,IMCD,,,,IMCD,,制造业,化工,化学原料,荷兰,0.9481463414642304,XAMS,EUR,137.45,-7.75,15:34 CEST26 Apr 2024,149.00,25 Apr 2024
FR0000033243,FR0000033243-XPAR,Immobilire Dassault,IMDA,IMDA,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Diversified REITs,EURONEXT:IMDA,FR0000033243,immobiliere-dassault-sa,fund,40464.0,356447884.1898,USD,Finance,Real Estate Investment Trusts,True,EURONEXT,France,EUR,1.07119,3.5644788418980005,0.0004334463216,0.0001,欧洲,,,,,,,Immobilire Dassault,,金融,房地产,房地产投资信托,法国,7.85539266501601e-05,XPAR,EUR,48.00,-1.03,14:17 CEST26 Apr 2024,48.50,25 Apr 2024
BE0003599108,BE0003599108-XBRU,Immobel,IMMO,IMMO,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Real Estate Holding and Development,EURONEXT:IMMO,BE0003599108,immobel,stock,38821.8,278076179.7596,USD,Finance,Real Estate Development,True,EURONEXT,Belgium,EUR,1.07119,2.780761797596,0.00041585523942,0.0001,欧洲,True,EURONEXT:IMMO,IMMOBEL,,,,Immobel,,金融,房地产,房地产开发,比利时,0.0003605023835156,XBRU,EUR,26.70,2.69,14:56 CEST26 Apr 2024,26.00,25 Apr 2024
BE0003866838,BE0003866838-VPXB,Immopool,IMMOP,IMMOP,D,EUR,320,EBR,VPXB,Euronext Brussels,belgium,False,R,,Containers and Packaging,,,,,,,,,,,,,,,,,,,,,,,,,Immopool,,,,,,,,,,,,,
BE0003893139,BE0003893139-XBRU,Immo Moury,IMMOU,IMMOU,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Office REITs,EURONEXT:IMMOU,BE0003893139,immo-moury-d,fund,142.0,13979315.9119,USD,Finance,Real Estate Investment Trusts,True,EURONEXT,Belgium,EUR,1.07119,0.139793159119,1.5210898e-06,0.0,欧洲,,,,,,,Immo Moury,,金融,房地产,房地产投资信托,比利时,3.3015148533751093e-07,XBRU,EUR,28.40,0.71,11:30 CEST26 Apr 2024,28.20,25 Apr 2024
IT0001413837,IT0001413837-MTAA,Immsi,IMS,IMS,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Recreational Vehicles and Boats,MIL:IMS,IT0001413837,immsi-spa,stock,157543.986,196524131.1513,USD,Consumer Durables,Motor Vehicles,True,MIL,Italy,EUR,1.07119,1.965241311513,0.0016875954236334,0.0009,欧洲,True,MIL:IMS,IMMSI,,,,Immsi,,制造业,汽车,汽车整车,意大利,1.809230923601379e-05,MTAA,EUR,0.537,-0.19,15:30 CEST26 Apr 2024,0.538,25 Apr 2024
PTINA0AP0008,PTINA0AP0008-XLIS,"INAPA -INV., PART. E GESTAO SA",INA,INA,D,EUR,560,ELI,XLIS,Euronext Lisbon,portugal,False,R,,Paper,EURONEXT:INA,PTINA0AP0008,inapa-investimentos-partic-gestao-npv,stock,544.0,18627909.6334,USD,Process Industries,Pulp & Paper,True,EURONEXT,Portugal,EUR,1.07119,0.186279096334,5.827273600000001e-06,0.0,欧洲,True,EURONEXT:INA,INAPA INVESTIMENTOS PARTIC GESTAO NPV,,,,"INAPA -INV., PART. E GESTAO SA",,制造业,化工,造纸,葡萄牙,1.1958202169561802e-05,,,,,,,
BE0974374069,BE0974374069-XBRU,Inclusio SCA,INCLU,INCLU,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Real Estate Holding and Development,EURONEXT:INCLU,BE0974374069,inclusio-sa-nv,stock,23512.2,105182718.886,USD,Finance,Real Estate Development,True,EURONEXT,Belgium,EUR,1.07119,1.05182718886,0.00025186033518,0.0002,欧洲,True,EURONEXT:INCLU,INCLUSIO SA/NV,,,,Inclusio SCA,,金融,房地产,房地产开发,比利时,1.208451295458924e-05,XBRU,EUR,13.15,-0.38,14:37 CEST26 Apr 2024,13.20,25 Apr 2024
IT0005245508,IT0005245508-MTAA,Indel B,INDB,INDB,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Electronic Equipment: Gauges and Meters,MIL:INDB,IT0005245508,,stock,30916.800000000003,138436444.6308,USD,Producer Manufacturing,Industrial Machinery,True,MIL,Italy,EUR,1.07119,1.384364446308,0.00033117766992,0.0002,欧洲,True,MIL:INDB,INDEL B,,,,Indel B,,制造业,机械,机械加工设备,意大利,6.389340309379615e-05,,,,,,,
FR0010341032,FR0010341032-XPAR,Foncire Inea,INEA,INEA,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Office REITs,EURONEXT:INEA,FR0010341032,fonciere-inea,fund,25608.0,387240381.3098,USD,Finance,Real Estate Investment Trusts,True,EURONEXT,France,EUR,1.07119,3.872403813098,0.0002743103352,0.0001,欧洲,,,,,,,Foncire Inea,,金融,房地产,房地产投资信托,法国,3.885377929434937e-05,XPAR,EUR,33.00,-0.9,14:58 CEST26 Apr 2024,33.30,25 Apr 2024
FR0000071797,FR0000071797-XPAR,Infotel,INF,INF,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Computer Services,EURONEXT:INF,FR0000071797,infotel,stock,15578.8,371061696.7882,USD,Technology Services,Information Technology Services,True,EURONEXT,France,EUR,1.07119,3.710616967882,0.00016687854772,0.0,欧洲,True,EURONEXT:INF,INFOTEL,,,,Infotel,,科技,IT技术,信息技术,法国,3.829131778387356e-05,XPAR,EUR,49.30,-1.2,11:59 CEST26 Apr 2024,49.90,25 Apr 2024
FR0000066219,FR0000066219-XPAR,Cie Industrielle et Financire d'Entreprises,INFE,INFE,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Construction,EURONEXT:INFE,FR0000066219,cie-indus-and-fin-d-enterprise,stock,48312.0,76550873.4146,USD,Industrial Services,Engineering & Construction,True,EURONEXT,France,EUR,1.07119,0.765508734146,0.0005175133128,0.0007,欧洲,True,EURONEXT:INFE,INDLE FIN.ENTREPRISES,,,,Cie Industrielle et Financire d'Entreprises,,制造业,建筑业,建筑工程,法国,0.0009329125795716,,,,,,,
NL0011821202,NL0011821202-XAMS,ING集团,INGA,INGA,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,True,R,CX,Banks,EURONEXT:INGA,NL0011821202,ing,stock,42303344.512,51411458536.6797,USD,Finance,Major Banks,True,EURONEXT,Netherlands,EUR,1.07119,514.114585366797,0.4531491960780928,0.0009,欧洲,True,EURONEXT:INGA,ING GROEP N.V.,,,ING集团,ING Groep,荷兰国际,金融,银行,主要银行,荷兰,0.0370352901072668,"XAMS, XBRU",EUR,14.848,1.05,15:33 CEST26 Apr 2024,14.694,25 Apr 2024
LU2290522684,LU2290522684-XAMS,InPost SA,INPST,INPST,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,CX,Delivery Services,EURONEXT:INPST,LU2290522684,inpost-s-a,stock,2627719.38,8206155101.9065,USD,Technology Services,Air Freight/Couriers,True,EURONEXT,Luxembourg,EUR,1.07119,82.06155101906499,0.028147867226622,0.0003,欧洲,True,EURONEXT:INPST,INPOST S.A.,INPST,Air Freight/Couriers,,InPost SA,,制造业,运输,物流,荷兰,0.0009268033459861,XAMS,EUR,15.41,0.72,15:32 CEST26 Apr 2024,15.30,25 Apr 2024
BE0003746600,BE0003746600-XBRU,Intervest Offices & Warehouses,INTO,INTO,C,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,CX,Office REITs,,,,,,,,,,,,,,,,,,,,,,,,,Intervest Offices & Warehouses,,,,,,,,,,,,,
IT0005090300,IT0005090300-MTAA,Infrastrutture Wireless Italiane,INW,INW,A,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Telecommunications Services,MIL:INW,IT0005090300,inwit,stock,3434510.0,10185846977.1684,USD,Communications,Major Telecommunications,True,MIL,Italy,EUR,1.07119,101.858469771684,0.036790127669,0.0004,欧洲,True,MIL:INW,INWIT,,,,Infrastrutture Wireless Italiane,,科技,通信,电信运营,意大利,0.0033708282553845,MTAA,EUR,9.995,1.06,15:33 CEST26 Apr 2024,9.89,25 Apr 2024
IT0005438046,IT0005438046-MTAA,SECO,IOT,IOT,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Computer Services,MIL:IOT,IT0005438046,seco,stock,303391.735,499252136.8809,USD,Electronic Technology,Computer Processing Hardware,True,MIL,Italy,EUR,1.07119,4.992521368808999,0.0032499019261465,0.0007,欧洲,True,MIL:IOT,SECO,,,,SECO,,科技,电子,计算机设备,意大利,0.000758270205602,MTAA,EUR,3.52,0.57,15:29 CEST26 Apr 2024,3.50,25 Apr 2024
IT0001078911,IT0001078911-MTAA,Interpump Group,IP,IP,A,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Machinery: Industrial,MIL:IP,IT0001078911,interpump,stock,5168913.96,4623584597.3959,USD,Producer Manufacturing,Industrial Machinery,True,MIL,Italy,EUR,1.07119,46.235845973958995,0.055368889448124,0.0012,欧洲,True,MIL:IP,INTERPUMP,,,,Interpump Group,,制造业,机械,机械加工设备,意大利,0.0118204074877894,MTAA,EUR,41.12,1.63,15:33 CEST26 Apr 2024,40.46,25 Apr 2024
FR0010331421,FR0010331421-XPAR,Innate Pharma,IPH,IPH,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Biotechnology,EURONEXT:IPH,FR0010331421,innate-pharma-sa,stock,65355.75,189047861.6126,USD,Health Technology,Pharmaceuticals: Major,True,EURONEXT,France,EUR,1.07119,1.890478616126,0.000700084258425,0.0004,欧洲,True,EURONEXT:IPH,INNATE PHARMA,,,,Innate Pharma,,医药,制药,主要制药,法国,0.0008877479575849,XPAR,EUR,2.24,2.75,15:30 CEST26 Apr 2024,2.18,25 Apr 2024
FR0010259150,FR0010259150-XPAR,Ipsen,IPN,IPN,A,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,CX,Pharmaceuticals,EURONEXT:IPN,FR0010259150,ipsen,stock,2406149.4,9965095809.2471,USD,Health Technology,Pharmaceuticals: Major,True,EURONEXT,France,EUR,1.07119,99.650958092471,0.02577443175786,0.0003,欧洲,True,EURONEXT:IPN,IPSEN,,,,Ipsen,,医药,制药,主要制药,法国,0.0002013023868035,XPAR,EUR,113.00,0.62,15:33 CEST26 Apr 2024,112.30,25 Apr 2024
